player,player_id,pos,team,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,position,value,ht_ft,ht_in,wt,full_in_ht,position_2,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,leader
Andrew Nembhard,nembhan01,PG,IND,57,57,1786,77,23,0,0,0,guard_percent,100,6,4,191,76,guard,2.2,0.7,2.8,0.077,1.1,-1.9,-0.8,0.6,FALSE
Ryan Nembhard,nembhry01,PG,DAL,60,27,1171,100,0,0,0,0,guard_percent,100,5,11,180,71,guard,0.1,0.7,0.8,0.031,-2.4,-1.7,-4.1,-0.6,FALSE
Aaron Nesmith,nesmiaa01,SF,IND,45,42,1335,0,37,61,3,0,wing_small_percent,98,6,5,215,77,wing,0.1,0.6,0.7,0.026,-1.7,-1.6,-3.4,-0.5,FALSE
Asa Newell,newelas01,PF,ATL,44,2,500,0,0,1,71,28,big_percent,99,6,10,220,82,big,0.6,0.6,1.2,0.113,-1,-0.5,-1.5,0.1,FALSE
Tristen Newton,newtotr01,SG,HOU,1,0,12,0,53,48,0,0,wing_small_percent,101,6,5,190,77,wing,0.1,0,0.1,0.28,8.5,0,8.4,0,FALSE
N'Faly Dante,nfalyda01,C,ATL,4,0,15,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big,0,0,0,0.051,-3.7,-0.8,-4.5,0,FALSE
Zeke Nnaji,nnajize01,PF,DEN,52,4,626,0,0,0,29,71,big_percent,100,6,10,240,82,big,0.2,0.7,0.9,0.066,-3.6,0,-3.5,-0.3,FALSE
Jusuf Nurkić,nurkiju01,C,UTA,41,36,1083,0,0,0,0,100,big_percent,100,6,11,290,83,big,0.4,1.1,1.5,0.068,-0.5,1.6,1.1,0.9,FALSE
Josh Oduro,odurojo01,PF,NOP,3,1,82,0,0,14,83,3,wing_big_percent,97,6,9,240,81,wing,0.2,0,0.2,0.109,-3.5,-4.3,-7.7,-0.1,FALSE
Toby Okani,okanito01,SG,MEM,6,4,217,0,2,20,62,16,wing_big_percent,82,NA,NA,NA,NA,wing,-0.3,0,-0.2,-0.052,-6.8,-3.9,-10.7,-0.5,FALSE
Josh Okogie,okogijo01,SG,HOU,78,32,1354,3,74,22,0,0,wing_small_percent,96,6,4,213,76,wing,1.1,1.6,2.7,0.095,-2.3,1.1,-1.2,0.3,FALSE
Onyeka Okongwu,okongon01,C,ATL,74,63,2297,0,0,0,3,97,big_percent,100,6,10,240,82,big,2.6,3.3,6,0.125,-0.1,0.8,0.7,1.6,TRUE
Isaac Okoro,okorois01,SG,CHI,63,62,1695,0,33,61,6,0,wing_small_percent,94,6,4,225,76,wing,1.4,0.7,2.2,0.061,-3,-0.8,-3.8,-0.8,FALSE
Lachlan Olbrich,olbrila01,C,CHI,37,2,344,0,0,0,10,90,big_percent,100,6,8,236,80,big,0.2,0.3,0.5,0.075,-3.3,-0.2,-3.4,-0.1,FALSE
Kelly Olynyk,olynyke01,C,SAS,42,0,360,0,0,0,19,81,big_percent,100,7,0,240,84,big,0.4,0.6,1,0.13,-1.3,1.3,-0.1,0.2,FALSE
Norchad Omier,omierno01,PF,LAC,6,0,24,0,0,0,25,75,big_percent,100,6,5,248,77,big,0.2,0,0.2,0.38,6.2,-0.1,6,0,FALSE
Royce O'Neale,onealro01,SF,PHO,78,67,2213,0,7,69,23,0,wing_big_percent,92,6,6,226,78,wing,1.9,2.7,4.6,0.1,-0.3,1,0.7,1.5,FALSE
Kelly Oubre Jr.,oubreke01,SF,PHI,50,41,1574,0,2,75,23,0,wing_big_percent,98,6,8,203,80,wing,1.1,1.6,2.7,0.083,-1.3,-0.1,-1.4,0.2,FALSE
Chris Paul,paulch01,PG,LAC,16,0,228,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,-0.1,0.2,0.1,0.017,-4,-0.2,-4.2,-0.1,FALSE
Cameron Payne,payneca01,PG,PHI,22,1,374,95,5,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,0.4,0.5,0.8,0.106,-0.7,1,0.3,0.2,FALSE
Gary Payton II,paytoga02,SG,GSW,73,1,1142,16,62,20,1,0,wing_small_percent,82,6,2,195,74,wing,2,1.5,3.5,0.149,0.7,1.3,1.9,1.1,FALSE
Micah Peavy,peavymi01,SG,NOP,61,4,913,1,31,56,11,0,wing_small_percent,87,6,7,215,79,wing,-0.1,0.5,0.4,0.02,-4.4,-0.8,-5.2,-0.7,FALSE
Sean Pedulla,pedulse01,PG,LAC,7,0,31,100,0,0,0,0,guard_percent,100,6,1,195,73,guard,0,0,0,-0.03,-6.9,-4.9,-11.8,-0.1,FALSE
Noah Penda,pendano01,SF,ORL,59,2,757,0,16,65,19,0,wing_big_percent,84,6,7,215,79,wing,0.1,1,1.1,0.07,-2,0.6,-1.5,0.1,FALSE
Drew Peterson,peterdr01,PF,CHO,6,0,64,0,0,15,85,0,wing_big_percent,100,NA,NA,NA,NA,wing,-0.2,0.1,-0.1,-0.077,-8.3,-1.5,-9.8,-0.1,FALSE
Taelon Peter,peterta01,SG,IND,38,0,492,61,35,4,0,0,guard_percent,96,6,3,185,75,guard,-0.4,0.4,0,-0.001,-4.1,-0.4,-4.6,-0.3,FALSE
Julian Phillips,phillju01,SF,CHI,35,2,334,0,7,51,42,0,wing_big_percent,93,6,6,198,78,wing,0.1,0.2,0.4,0.054,-2.9,0,-2.9,-0.1,FALSE
Julian Phillips,phillju01,SF,MIN,13,0,94,0,15,58,27,0,wing_big_percent,85,6,6,198,78,wing,0,0.1,0.1,0.041,-4.7,-1.3,-6,-0.1,FALSE
Jalen Pickett,pickeja02,SG,DEN,50,18,807,60,40,0,0,0,guard_percent,100,6,2,202,74,guard,0.6,0.4,1,0.059,-1.1,-1.1,-2.3,-0.1,FALSE
Scotty Pippen Jr.,pippesc02,PG,MEM,10,6,212,100,0,0,0,0,guard_percent,100,6,2,170,74,guard,-0.1,0.2,0.1,0.025,-2.5,-0.3,-2.8,0,FALSE
Daeqwon Plowden,plowdda01,SG,SAC,32,7,844,6,38,46,10,0,wing_small_percent,84,6,4,216,76,wing,0.7,0.1,0.8,0.043,-2.1,-2.3,-4.4,-0.5,FALSE
Mason Plumlee,plumlma01,C,CHO,14,2,125,0,0,0,0,100,big_percent,100,7,0,254,84,big,0.2,0.2,0.4,0.142,-1.5,2.7,1.1,0.1,FALSE
Mason Plumlee,plumlma01,C,SAS,6,1,47,0,0,0,0,100,big_percent,100,7,0,254,84,big,0.1,0.1,0.2,0.156,-3.4,2.2,-1.2,0,FALSE
Brandin Podziemski,podzibr01,SG,GSW,82,43,2333,10,49,37,4,0,wing_small_percent,86,6,4,205,76,wing,2.8,2.3,5.1,0.105,0.3,-0.1,0.2,1.3,FALSE
Jakob Poeltl,poeltja01,C,TOR,46,44,1149,0,0,0,0,100,big_percent,100,7,0,253,84,big,2.6,1.8,4.3,0.18,0.2,1.4,1.6,1,FALSE
Jordan Poole,poolejo01,PG,NOP,39,8,933,41,59,1,0,0,guard_percent,100,6,4,194,76,guard,0,0.2,0.2,0.01,-1,-2.6,-3.5,-0.4,FALSE
Craig Porter Jr.,portecr01,PG,CLE,64,3,1148,86,14,0,0,0,guard_percent,100,6,1,180,73,guard,1.3,1.5,2.8,0.116,0,1.9,2,1.2,FALSE
Kevin Porter Jr.,porteke02,PG,MIL,38,36,1261,44,56,0,0,0,guard_percent,100,6,5,203,77,guard,1.5,1.3,2.8,0.106,0.8,1.2,2.1,1.3,TRUE
Michael Porter Jr.,portemi01,SF,BRK,52,52,1689,0,3,76,21,0,wing_big_percent,97,6,10,218,82,wing,1.7,1.3,2.9,0.083,4.2,-1.2,3,2.1,TRUE
Bobby Portis,portibo01,PF,MIL,67,9,1619,0,0,8,68,24,big_percent,92,6,9,250,81,big,1.6,1.2,2.8,0.083,1.5,-1.6,0,0.8,FALSE
Kristaps Porziņģis,porzikr01,C,ATL,17,12,413,0,0,0,0,100,big_percent,100,7,2,240,86,big,1,0.6,1.5,0.179,2.7,1,3.7,0.6,FALSE
Kristaps Porziņģis,porzikr01,C,GSW,15,11,356,0,0,0,0,100,big_percent,100,7,2,240,86,big,0.4,0.4,0.8,0.113,0.3,-0.5,-0.2,0.2,FALSE
Quinten Post,postqu01,PF,GSW,67,35,1159,0,0,0,7,93,big_percent,100,7,0,238,84,big,0.7,1.2,1.9,0.078,-1,-0.1,-1.1,0.3,FALSE
Micah Potter,pottemi01,C,IND,47,7,908,0,0,0,8,92,big_percent,100,6,9,248,81,big,1.8,0.7,2.6,0.135,1.5,-0.8,0.7,0.6,FALSE
John Poulakidas,poulajo01,SG,DAL,13,0,253,4,49,47,0,0,wing_small_percent,96,6,6,205,78,wing,0.3,0.2,0.5,0.095,-1,-1.2,-2.2,0,FALSE
Drake Powell,poweldr01,SG,BRK,63,24,1320,45,43,12,0,0,guard_percent,88,6,5,195,77,guard,-0.5,0.5,-0.1,-0.003,-4.6,-1.3,-6,-1.3,FALSE
Dwight Powell,poweldw01,C,DAL,63,12,904,0,0,0,6,94,big_percent,100,6,10,240,82,big,1.6,1,2.6,0.138,-2.9,1.5,-1.4,0.1,FALSE
Norman Powell,powelno01,SG,MIA,58,52,1717,9,87,4,0,0,guard_percent,96,6,3,215,75,guard,2.3,1.7,4,0.112,1.8,-0.3,1.6,1.5,TRUE
Taurean Prince,princta02,SF,MIL,26,7,611,0,20,69,11,0,wing_small_percent,89,6,6,218,78,wing,0.2,0.3,0.5,0.039,-1.3,-1.8,-3.1,-0.2,FALSE
Payton Pritchard,pritcpa01,PG,BOS,79,50,2556,100,0,0,0,0,guard_percent,100,6,1,195,73,guard,6.1,2.4,8.5,0.16,2.6,-0.3,2.3,2.8,FALSE
Tyrese Proctor,proctty01,PG,CLE,50,1,545,49,49,2,0,0,guard_percent,98,6,4,185,76,guard,0.2,0.5,0.7,0.066,-2.3,-0.5,-2.8,-0.1,FALSE
Olivier-Maxence Prosper,prospol01,PF,MEM,53,24,984,0,2,19,63,16,wing_big_percent,82,6,7,230,79,wing,1.8,0.7,2.4,0.119,1.1,-1.2,-0.1,0.5,FALSE
Zyon Pullin,pullizy01,SG,MIN,5,0,43,89,11,0,0,0,guard_percent,100,6,4,206,76,guard,0.2,0,0.2,0.222,0.2,-1.3,-1.1,0,FALSE
Derik Queen,queende01,C,NOP,81,48,2023,0,0,0,16,84,big_percent,100,6,9,250,81,big,0.4,2.3,2.7,0.063,-1.5,0.7,-0.8,0.6,FALSE
Neemias Queta,quetane01,C,BOS,76,75,1926,0,0,0,0,100,big_percent,100,7,0,248,84,big,5.4,3.6,9,0.224,0.9,2,2.8,2.4,TRUE
Immanuel Quickley,quickim01,PG,TOR,70,70,2231,80,21,0,0,0,guard_percent,101,6,2,190,74,guard,3.9,2.6,6.5,0.14,1.9,0.6,2.4,2.5,TRUE
Julius Randle,randlju01,PF,MIN,79,79,2610,0,0,3,93,5,big_percent,98,6,9,250,81,big,4.3,3.1,7.4,0.135,1.5,0,1.5,2.3,TRUE
Maxime Raynaud,raynama01,C,SAC,74,56,1964,0,0,0,0,100,big_percent,100,7,1,250,85,big,2.6,1,3.6,0.088,-0.9,-1.6,-2.4,-0.2,FALSE
Duop Reath,reathdu01,C,POR,32,0,258,0,0,0,50,51,big_percent,101,NA,NA,NA,NA,big,0.3,0.2,0.6,0.103,-0.9,0,-0.9,0.1,FALSE
Austin Reaves,reaveau01,SG,LAL,51,45,1762,16,50,34,1,0,wing_small_percent,84,6,5,197,77,wing,4.2,1.4,5.6,0.153,3.4,-0.6,2.8,2.1,FALSE
Paul Reed,reedpa01,C,DET,65,11,901,0,0,0,7,93,big_percent,100,6,9,210,81,big,2.4,2.1,4.5,0.239,2.4,2.9,5.3,1.6,FALSE
Julian Reese,reeseju01,PF,WAS,13,10,402,0,0,0,4,96,big_percent,100,6,9,230,81,big,0.1,0.3,0.3,0.041,-2.9,-2.2,-5.1,-0.3,FALSE
Antonio Reeves,reevean01,SG,CHO,10,0,68,12,66,22,0,0,wing_small_percent,88,6,5,205,77,wing,0.1,0,0.2,0.13,1.2,0.1,1.3,0.1,FALSE
Naz Reid,reidna01,C,MIN,77,3,2007,0,0,0,45,55,big_percent,100,6,9,264,81,big,0.9,3.2,4,0.097,-0.1,1,0.9,1.5,FALSE
Jase Richardson,richaja02,SG,ORL,54,0,587,35,60,5,0,0,guard_percent,95,6,1,180,73,guard,0.5,0.5,1,0.082,-1.9,-0.7,-2.5,-0.1,FALSE
Nick Richards,richani01,C,CHI,20,4,447,0,0,0,0,100,big_percent,100,6,11,245,83,big,-0.1,0.4,0.4,0.04,-4.3,-1.5,-5.8,-0.4,FALSE
Nick Richards,richani01,C,PHO,28,2,254,0,0,0,4,96,big_percent,100,6,11,245,83,big,-0.2,0.4,0.2,0.039,-6,-0.8,-6.8,-0.3,FALSE
Will Richard,richawi02,SG,GSW,69,21,1377,19,55,24,2,0,wing_small_percent,79,6,3,206,75,wing,1.2,1.4,2.5,0.089,-2.5,0.9,-1.7,0.1,FALSE
Kadary Richmond,richmka01,SG,WAS,3,0,67,0,1,64,34,0,wing_big_percent,98,NA,NA,NA,NA,wing,0.2,0.1,0.2,0.175,-0.8,4.4,3.6,0.1,FALSE
Will Riley,rileywi01,SF,WAS,74,18,1633,0,0,15,77,8,wing_big_percent,92,6,9,180,81,wing,0.4,0,0.4,0.012,-1.9,-2.6,-4.5,-1,FALSE
Zaccharie Risacher,risacza01,SF,ATL,67,46,1503,0,2,90,8,0,wing_big_percent,98,6,8,200,80,wing,0.5,1.9,2.3,0.074,-2.3,-0.2,-2.5,-0.2,FALSE
Duncan Robinson,robindu01,SF,DET,77,77,2113,0,6,78,16,0,wing_big_percent,94,6,7,215,79,wing,3.8,2.3,6.1,0.139,0.9,-0.1,0.8,1.5,FALSE
Jeremiah Robinson-Earl,robinje02,PF,DAL,5,0,61,0,0,0,96,4,big_percent,100,NA,NA,NA,NA,big,0.1,0.1,0.1,0.097,-3,-1.1,-4.1,0,FALSE
Jeremiah Robinson-Earl,robinje02,PF,IND,17,3,300,0,0,3,94,3,big_percent,97,NA,NA,NA,NA,big,-0.1,0.2,0.1,0.016,-3.6,-1.9,-5.4,-0.3,FALSE
Jeremiah Robinson-Earl,robinje02,PF,IND,17,3,300,0,0,3,94,3,wing_big_percent,97,NA,NA,NA,NA,wing,-0.1,0.2,0.1,0.016,-3.6,-1.9,-5.4,-0.3,FALSE
Mitchell Robinson,robinmi01,C,NYK,60,16,1175,0,0,0,24,76,big_percent,100,7,0,240,84,big,3.3,2.5,5.8,0.236,1.9,1.5,3.5,1.6,FALSE
Orlando Robinson,robinor01,C,ORL,4,1,25,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big,0.1,0,0.1,0.196,0.8,0.6,1.4,0,FALSE
David Roddy,roddyda01,PF,DEN,5,0,73,0,0,11,89,0,wing_big_percent,100,6,5,255,77,wing,0.2,0.1,0.3,0.185,0.7,-0.7,0,0,FALSE
Ryan Rollins,rolliry01,PG,MIL,74,67,2376,96,4,0,0,0,guard_percent,100,6,3,180,75,guard,1.7,1.8,3.4,0.069,0.7,-0.5,0.2,1.3,FALSE
Rayan Rupert,ruperra01,SG,MEM,16,8,495,0,17,43,38,2,wing_big_percent,81,6,7,205,79,wing,0,0.5,0.4,0.041,-4,-1.1,-5.1,-0.4,FALSE
Rayan Rupert,ruperra01,SG,POR,48,0,577,8,54,33,6,0,wing_small_percent,87,6,7,205,79,wing,-0.5,0.6,0.2,0.014,-5.9,0.8,-5.1,-0.4,FALSE
D'Angelo Russell,russeda01,PG,DAL,26,3,495,77,23,0,0,0,guard_percent,100,6,3,193,75,guard,-0.3,0.3,0,-0.004,-0.7,-1.6,-2.3,0,FALSE
Cormac Ryan,ryanco01,SG,MIL,11,2,271,20,72,8,0,0,guard_percent,92,6,5,195,77,guard,0.5,0.1,0.6,0.114,1,-1.8,-0.8,0.1,FALSE
Domantas Sabonis,sabondo01,C,SAC,19,15,564,0,0,0,18,82,big_percent,100,6,10,240,82,big,0.7,0.4,1.1,0.095,0.7,-0.2,0.6,0.4,TRUE
Tidjane Salaün,salauti01,PF,CHO,37,0,575,0,0,0,84,16,big_percent,100,6,10,207,82,big,0.6,0.8,1.4,0.117,-1.2,0.4,-0.8,0.2,FALSE
Hunter Sallis,sallihu01,SG,PHI,7,0,26,62,36,2,0,0,guard_percent,98,NA,NA,NA,NA,guard,-0.1,0,-0.1,-0.149,-7.7,-2.9,-10.6,-0.1,FALSE
Kobe Sanders,sandeko01,SG,LAC,68,16,1351,17,54,28,2,1,wing_small_percent,82,6,8,207,80,wing,0.4,1,1.4,0.051,-2.7,-0.2,-2.9,-0.3,FALSE
Payton Sandfort,sandfpa01,SF,OKC,4,0,63,0,0,73,27,0,wing_big_percent,100,6,7,215,79,wing,0.1,0.1,0.2,0.125,-2.5,-3.3,-5.8,-0.1,FALSE
Gui Santos,santogu01,PF,GSW,68,30,1395,0,0,19,79,2,wing_big_percent,98,6,7,185,79,wing,1.2,1.5,2.7,0.094,-0.9,0.3,-0.6,0.5,FALSE
Ben Saraf,sarafbe01,SG,BRK,44,11,916,16,48,30,6,0,wing_small_percent,78,6,6,200,78,wing,-1.6,0.5,-1.1,-0.057,-5.6,-1.7,-7.3,-1.2,FALSE
Dario Šarić,saricda01,C,SAC,5,0,41,0,0,0,95,5,big_percent,100,NA,NA,NA,NA,big,-0.1,0,-0.1,-0.081,-6.7,-2.3,-9,-0.1,FALSE
Alex Sarr,sarral01,C,WAS,48,48,1305,0,0,0,1,99,big_percent,100,7,0,205,84,big,0.7,0.9,1.6,0.059,0.8,-0.1,0.7,0.9,TRUE
Olivier Sarr,sarrol01,C,CLE,4,0,39,0,0,0,0,100,big_percent,100,6,10,240,82,big,0.1,0.1,0.2,0.203,-1.7,4.3,2.6,0,FALSE
Marcus Sasser,sassema01,PG,DET,38,5,457,100,0,0,0,0,guard_percent,100,6,1,195,73,guard,0.2,0.6,0.8,0.085,-1.6,-0.2,-1.7,0,FALSE
Baylor Scheierman,scheiba01,SG,BOS,77,20,1429,5,53,41,1,0,wing_small_percent,94,6,6,205,78,wing,2.1,1.8,3.8,0.129,-0.7,1.3,0.6,0.9,FALSE
Dennis Schröder,schrode01,PG,CLE,30,3,641,100,0,0,0,0,guard_percent,100,6,1,175,73,guard,0.3,0.5,0.9,0.066,-2.3,-0.5,-2.8,-0.1,FALSE
Dennis Schröder,schrode01,PG,SAC,40,14,1056,100,0,0,0,0,guard_percent,100,6,1,175,73,guard,0.5,0.2,0.7,0.03,0,-1.8,-1.9,0,FALSE
Tre Scott,scotttr01,PF,BRK,6,4,182,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big,-0.1,0.1,0.1,0.025,-4.2,-1.1,-5.3,-0.2,FALSE
Mark Sears,searsma01,PG,MIL,7,0,26,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,0,0,0,0.013,2.4,-4.6,-2.2,0,FALSE
Alperen Şengün,sengual01,C,HOU,72,72,2398,0,0,0,14,86,big_percent,100,6,11,243,83,big,4.4,3.6,8,0.161,2.7,1.5,4.2,3.7,TRUE
Brice Sensabaugh,sensabr01,SF,UTA,75,22,1762,0,24,56,20,1,wing_small_percent,80,6,6,235,78,wing,1,0.1,1.1,0.029,0.4,-3,-2.6,-0.3,FALSE
Collin Sexton,sextoco01,SG,CHI,26,10,676,6,68,25,1,0,wing_small_percent,93,6,3,190,75,wing,0.7,0.5,1.2,0.084,0.3,-0.5,-0.2,0.3,FALSE
Collin Sexton,sextoco01,SG,CHO,42,12,938,55,44,1,0,0,guard_percent,99,6,3,190,75,guard,1.9,0.9,2.8,0.141,1.6,-0.4,1.2,0.7,FALSE
Landry Shamet,shamela01,SG,NYK,51,12,1171,3,85,12,0,0,wing_small_percent,97,6,5,190,77,wing,1.6,1,2.6,0.106,-0.4,0.1,-0.3,0.5,FALSE
Terrence Shannon Jr.,shannte01,SG,MIN,43,2,538,1,29,59,11,0,wing_small_percent,88,6,6,215,78,wing,0.6,0.4,1,0.09,-2.5,-1.1,-3.6,-0.2,FALSE
Day'Ron Sharpe,sharpda01,C,BRK,62,7,1160,0,0,0,0,100,big_percent,100,6,10,265,82,big,2,1.5,3.5,0.144,0.4,1,1.4,1,FALSE
Shaedon Sharpe,sharpsh01,SG,POR,50,42,1471,41,53,6,0,0,guard_percent,94,6,5,210,77,guard,-0.4,1.6,1.3,0.041,-0.4,-0.9,-1.4,0.2,FALSE
Jamal Shead,sheadja01,PG,TOR,82,12,1852,100,0,0,0,0,guard_percent,100,6,1,200,73,guard,0.8,2,2.7,0.07,-2.3,0,-2.3,-0.1,FALSE
Ben Sheppard,sheppbe01,SG,IND,65,20,1390,11,69,20,0,0,wing_small_percent,89,6,6,190,78,wing,0.8,0.7,1.4,0.05,-2.4,-0.6,-3,-0.4,FALSE
Reed Sheppard,sheppre01,SG,HOU,82,21,2147,29,64,8,0,0,guard_percent,93,6,2,185,74,guard,2.7,3.1,5.9,0.131,1.2,1.5,2.7,2.5,FALSE
Max Shulga,shulgma01,SG,BOS,11,1,36,78,22,0,0,0,guard_percent,100,6,4,210,76,guard,-0.1,0,0,-0.038,-10.9,-0.5,-11.5,-0.1,FALSE
Pascal Siakam,siakapa01,PF,IND,62,62,2057,0,0,6,84,11,big_percent,95,6,8,245,80,big,1.1,1.5,2.6,0.062,1.8,-1,0.7,1.4,TRUE
Anfernee Simons,simonan01,SG,BOS,49,0,1202,55,45,0,0,0,guard_percent,100,6,3,200,75,guard,1.9,1.1,2.9,0.117,1.6,-1,0.6,0.8,FALSE
Anfernee Simons,simonan01,SG,CHI,6,5,170,1,74,23,2,0,wing_small_percent,97,6,3,200,75,wing,-0.1,0,-0.1,-0.015,-1.3,-3.7,-5,-0.1,FALSE
KJ Simpson,simpskj01,PG,CHO,14,2,223,100,0,0,0,0,guard_percent,100,6,2,189,74,guard,-0.5,0.3,-0.2,-0.033,-5.6,0.3,-5.3,-0.2,FALSE
KJ Simpson,simpskj01,PG,DEN,6,0,34,87,13,0,0,0,guard_percent,100,6,2,189,74,guard,0,0,0,0.048,-4.1,0.7,-3.4,0,FALSE
Jericho Sims,simsje01,C,MIL,67,19,1318,0,0,0,21,79,big_percent,100,6,10,250,82,big,2.5,0.7,3.2,0.117,-2.1,-0.9,-3.1,-0.4,FALSE
Jalen Slawson,slawsja01,SF,IND,13,6,311,0,5,77,19,0,wing_big_percent,96,6,7,215,79,wing,0,0.4,0.5,0.07,-2.2,1.8,-0.4,0.1,FALSE
Javon Small,smallja01,PG,MEM,41,12,830,95,5,0,0,0,guard_percent,100,6,1,190,73,guard,1.4,0.5,1.9,0.112,1.7,-0.6,1,0.6,FALSE
Marcus Smart,smartma01,SG,LAL,62,54,1769,25,72,3,0,0,guard_percent,97,6,3,220,75,guard,0.4,1.6,2,0.054,-2.9,0.6,-2.2,-0.1,FALSE
Dru Smith,smithdr01,SG,MIA,70,1,1141,72,27,1,0,0,guard_percent,99,6,2,203,74,guard,1.2,1.9,3,0.127,-1.5,3.6,2.2,1.2,FALSE
Jalen Smith,smithja04,C,CHI,53,21,1095,0,0,0,38,62,big_percent,100,6,8,215,80,big,1.5,1.1,2.6,0.114,0.2,-0.9,-0.7,0.4,FALSE
Jabari Smith Jr.,smithja05,PF,HOU,77,77,2705,0,0,8,83,10,big_percent,93,6,11,220,83,big,3.4,3.3,6.6,0.118,-0.5,-0.2,-0.7,0.9,FALSE
Malachi Smith,smithma02,SG,BRK,15,4,359,29,68,3,0,0,guard_percent,97,6,4,205,76,guard,0.5,0.2,0.7,0.094,-0.1,-0.8,-0.8,0.1,FALSE
Nick Smith Jr.,smithni01,SG,LAL,30,1,375,81,19,0,0,0,guard_percent,100,6,2,185,74,guard,-0.1,0.2,0.1,0.013,-2.1,-2.6,-4.7,-0.3,FALSE
Tolu Smith,smithto05,PF,DET,15,0,137,0,0,0,5,95,big_percent,100,6,11,254,83,big,0.3,0.2,0.5,0.185,-0.9,0.9,0,0.1,FALSE
Tyler Smith,smithty02,PF,DAL,12,0,166,0,0,19,75,6,wing_big_percent,94,6,9,224,81,wing,0,0.1,0.1,0.043,-3.3,-1.6,-4.8,-0.1,FALSE
Jeremy Sochan,sochaje01,PF,NYK,16,0,111,0,0,4,63,33,big_percent,96,6,8,230,80,big,0.3,0.2,0.6,0.239,1.7,3.1,4.8,0.2,FALSE
Jeremy Sochan,sochaje01,PF,SAS,28,0,358,0,0,1,58,41,big_percent,99,6,8,230,80,big,0.1,0.5,0.6,0.084,-3.5,0.5,-3,-0.1,FALSE
Cam Spencer,spencca01,SG,MEM,72,20,1714,53,43,4,0,0,guard_percent,96,6,3,205,75,guard,4.7,0.6,5.3,0.149,3,-0.8,2.2,1.8,TRUE
Pat Spencer,spencpa01,PG,GSW,66,14,1229,63,36,1,0,0,guard_percent,99,6,2,205,74,guard,0.5,1,1.4,0.056,-1.7,-0.6,-2.3,-0.1,FALSE
Isaiah Stevens,steveis01,PG,SAC,3,0,43,100,0,0,0,0,guard_percent,100,5,11,185,71,guard,0.1,0,0.1,0.133,-1.2,3.4,2.2,0,FALSE
Isaiah Stewart,stewais01,C,DET,58,13,1317,0,0,0,25,75,big_percent,100,6,8,250,80,big,1.9,2.1,4.1,0.149,-1.1,1.1,0,0.7,FALSE
Julian Strawther,strawju01,SG,DEN,57,14,861,1,36,52,11,0,wing_small_percent,88,6,6,205,78,wing,0.7,0.6,1.3,0.071,-1.2,-1.1,-2.3,-0.1,FALSE
Max Strus,strusma01,SF,CLE,12,5,288,0,1,36,63,0,wing_big_percent,99,6,5,215,77,wing,0.4,0.2,0.7,0.116,0.1,-1.3,-1.2,0.1,FALSE
Jalen Suggs,suggsja01,PG,ORL,57,56,1574,89,11,0,0,0,guard_percent,100,6,5,205,77,guard,0.3,2.4,2.7,0.083,0.7,1.8,2.5,1.8,TRUE
Jae'Sean Tate,tateja01,SF,HOU,46,1,405,1,19,67,14,0,wing_small_percent,86,6,4,230,76,wing,0.4,0.4,0.8,0.095,-3.2,-0.7,-3.9,-0.2,FALSE
Jayson Tatum,tatumja01,PF,BOS,16,16,522,0,0,0,95,5,big_percent,100,6,8,210,80,big,0.6,1,1.6,0.148,2.9,1.8,4.8,0.9,FALSE
Jahmyl Telfort,telfoja01,PF,LAC,8,0,32,0,0,100,0,0,wing_small_percent,100,NA,NA,NA,NA,wing,-0.1,0,-0.1,-0.163,-12.1,-1.7,-13.8,-0.1,FALSE
Garrett Temple,templga01,SG,TOR,22,0,73,41,55,5,0,0,guard_percent,96,6,5,195,77,guard,-0.1,0.1,0,-0.022,-5.9,1,-4.9,-0.1,FALSE
Dalen Terry,terryda01,SG,CHI,34,0,377,0,38,55,7,0,wing_small_percent,93,6,6,195,78,wing,0.1,0.4,0.5,0.058,-2.4,1.1,-1.3,0.1,FALSE
Dalen Terry,terryda01,SG,PHI,14,0,174,20,33,45,3,0,wing_small_percent,78,6,6,195,78,wing,0.1,0.2,0.3,0.074,-2.3,-0.1,-2.4,0,FALSE
Adou Thiero,thierad01,SF,LAL,25,0,149,1,11,45,36,7,wing_big_percent,81,6,7,220,79,wing,0.1,0.2,0.2,0.071,-4.2,-0.2,-4.4,-0.1,FALSE
Cam Thomas,thomaca02,SG,BRK,24,8,582,41,59,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,-0.3,0,-0.3,-0.022,-0.8,-4.2,-5.1,-0.4,FALSE
Cam Thomas,thomaca02,SG,MIL,18,0,299,16,66,18,0,0,wing_small_percent,84,NA,NA,NA,NA,wing,-0.2,0.1,-0.2,-0.028,-1.9,-3.4,-5.3,-0.3,FALSE
Amen Thompson,thompam01,PG,HOU,79,79,2953,83,16,1,0,0,guard_percent,99,6,7,200,79,guard,6.5,3.8,10.3,0.167,1.6,1,2.6,3.4,TRUE
