PLAYER_NAME,MIN,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,DEF_BOXOUTS,DEF_LOOSE_BALLS_RECOVERED,sum
Gary Payton II,15,0,0.32941176470588235,0.21176470588235294,0.9823529411764705,0.6647058823529411,0.9558823529411765,3.1441176470588235
Gary Trent Jr.,25.6,0,0.0058823529411764705,0.041176470588235294,0.8058823529411765,0.0029411764705882353,0.1323529411764706,0.9882352941176471
Georges Niang,21.6,0.7441176470588236,0.4294117647058823,0.3941176470588235,0.14705882352941177,0.7823529411764706,0.27647058823529413,2.773529411764706
Giannis Antetokounmpo,34.2,0,0.5558823529411765,0.5735294117647058,0.19411764705882353,0.5882352941176471,0.11176470588235295,2.023529411764706
Goga Bitadze,20.4,0,0.8941176470588236,0.9,0.7411764705882353,0.8764705882352941,0.5235294117647059,3.9352941176470586
Gradey Dick,29.4,0.888235294117647,0.023529411764705882,0.03529411764705882,0.5470588235294118,0.20588235294117646,0.6764705882352942,2.376470588235294
Grayson Allen,24.3,0.5705882352941176,0.29411764705882354,0.37941176470588234,0.3264705882352941,0.5264705882352941,0.7676470588235295,2.864705882352941
Guerschon Yabusele,27.1,0.8970588235294118,0.5970588235294118,0.08235294117647059,0.5941176470588235,0.8,0.8382352941176471,3.808823529411765
Gui Santos,14.4,0,0.7294117647058823,0.8911764705882353,0.7529411764705882,0.8705882352941177,0.9676470588235294,4.211764705882353
Harrison Barnes,27.3,0.47941176470588237,0.4470588235294118,0.538235294117647,0.05,0.6941176470588235,0.22058823529411764,2.4294117647058826
Haywood Highsmith,24.6,0,0.6676470588235294,0.9147058823529411,0.8411764705882353,0.4676470588235294,0.4264705882352941,3.317647058823529
Hunter Tyson,9.3,0.8529411764705882,0.6852941176470588,0.95,0.3735294117647059,0.5147058823529411,0.9823529411764705,4.358823529411764
Isaac Okoro,19.5,0.7705882352941177,0.6029411764705882,0.7029411764705882,0.15,0.7088235294117647,0.8088235294117647,3.7441176470588236
Isaiah Collier,26.3,0.7911764705882353,0.05588235294117647,0.6147058823529412,0.4,0.029411764705882353,0.8411764705882353,2.7323529411764707
Isaiah Hartenstein,27.9,0,0.8852941176470588,0.861764705882353,0.7470588235294118,1,0.4676470588235294,3.961764705882353
Isaiah Joe,21.7,0.9823529411764705,0.2088235294117647,0.4970588235294118,0.4647058823529412,0.29705882352941176,0.8970588235294118,3.3470588235294114
Isaiah Stewart,19.9,0,0.9941176470588236,0.9294117647058824,0.041176470588235294,0.9294117647058824,0.4470588235294118,3.341176470588236
Ivica Zubac,32.8,0,0.9352941176470588,0.5647058823529412,0.03823529411764706,0.9264705882352942,0.37941176470588234,2.8441176470588236
