seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
31303,2024,3941,Gordon Hayward,NA,SF,33,14,NBA,CHO,16,517,NA,65,35,NA,NA,-7.4,4.1,9,12,13,4,27,0,172,6,9
31304,2024,5135,Gradey Dick,NA,SG,20,1,NBA,TOR,15,220,4,56,40,NA,NA,-15.9,-20.2,7,2,15,1,4,3,39,0,4
31305,2024,4720,Grant Williams,NA,PF,25,5,NBA,DAL,17,489,NA,NA,NA,90,9,4.1,7.9,5,6,19,4,9,4,69,3,5
31306,2024,4620,Grayson Allen,NA,SG,28,6,NBA,PHO,16,520,81,19,NA,NA,NA,2.4,-1.7,14,7,18,3,11,5,109,2,7
31307,2024,5136,Gregory Jackson II,NA,PF,19,1,NBA,MEM,3,7,NA,NA,NA,100,NA,-14.3,-6.6,1,0,0,0,0,0,0,0,0
31308,2024,5137,Gui Santos,NA,PF,21,1,NBA,GSW,2,12,NA,NA,NA,100,NA,12.3,11.9,2,0,2,0,0,0,2,0,0
31309,2024,4089,Harrison Barnes,NA,PF,31,12,NBA,SAC,17,533,NA,NA,11,87,1,-3,-6.1,9,3,8,2,19,4,66,4,4
31310,2024,4622,Harry Giles,NA,C,25,4,NBA,BRK,2,12,NA,NA,NA,100,NA,26.1,25,1,0,2,0,1,0,0,1,0
31311,2024,4623,Haywood Highsmith,NA,PF,27,4,NBA,MIA,14,331,NA,NA,73,26,NA,5.5,6,10,1,22,2,4,2,57,0,4
31312,2024,4939,Herbert Jones,NA,SF,25,3,NBA,NOP,16,494,NA,NA,54,46,NA,3.8,6.3,11,6,33,3,18,9,108,3,4
31313,2024,5138,Hunter Tyson,NA,PF,23,1,NBA,DEN,7,18,NA,NA,NA,59,41,0,-4.4,0,0,3,0,0,0,3,0,0
31314,2024,4837,Immanuel Quickley,NA,SG,24,4,NBA,NYK,18,445,39,61,NA,NA,NA,7,3.9,8,8,16,2,25,1,127,5,12
31315,2024,4838,Isaac Okoro,NA,SF,23,4,NBA,CLE,10,235,NA,3,74,23,NA,-3.4,-4.4,3,3,12,3,9,5,37,3,6
31316,2024,4627,Isaiah Hartenstein,NA,C,25,6,NBA,NYK,18,306,NA,NA,NA,NA,100,4.3,-1.3,7,2,19,5,11,1,38,3,5
31317,2024,4940,Isaiah Jackson,NA,C,22,3,NBA,IND,10,132,NA,NA,NA,15,85,3.4,2.1,1,1,21,3,9,0,19,1,3
31318,2024,4839,Isaiah Joe,NA,SG,24,4,NBA,OKC,18,372,15,81,4,NA,NA,14.4,9.9,4,3,12,1,7,7,48,2,3
31319,2024,4941,Isaiah Livers,NA,PF,25,3,NBA,DET,5,121,NA,NA,29,71,1,-18.6,-11.7,4,1,8,0,2,0,18,0,3
31320,2024,5047,Isaiah Mobley,NA,PF,24,2,NBA,CLE,2,10,NA,NA,NA,100,NA,-31.1,-31.3,0,0,1,1,0,0,9,0,0
31321,2024,4840,Isaiah Stewart,NA,PF,22,4,NBA,DET,19,595,NA,NA,NA,79,21,-6.4,5.7,6,8,23,6,15,2,56,4,9
31322,2024,3946,Ish Smith,NA,PG,35,14,NBA,CHO,11,174,100,NA,NA,NA,NA,-21.3,-15.6,9,4,10,0,0,1,56,0,1
31323,2024,4943,Ish Wainright,NA,SF,29,3,NBA,POR,2,5,NA,NA,NA,100,NA,-10,-2.9,0,0,0,0,0,0,0,0,0
31324,2024,4410,Ivica Zubac,NA,C,26,8,NBA,LAC,18,467,NA,NA,NA,NA,100,5.2,3.9,12,4,35,5,29,1,36,4,16
31325,2024,4972,JT Thor,NA,PF,21,3,NBA,CHO,17,280,NA,NA,NA,65,35,-10.7,-2.7,0,2,16,1,2,0,25,0,6
31326,2024,3824,JaVale McGee,NA,C,36,16,NBA,SAC,15,145,NA,NA,NA,NA,100,-2.7,-2.2,7,5,9,4,11,0,16,3,2
31327,2024,5048,Jabari Smith Jr.,NA,PF,20,2,NBA,HOU,16,483,NA,NA,NA,87,13,1.2,-8.6,3,7,24,6,10,0,53,1,9
31328,2024,5049,Jabari Walker,NA,SF,21,2,NBA,POR,18,306,NA,6,48,43,3,-3.6,5.4,3,5,24,5,14,0,26,5,11
31329,2024,5051,Jacob Gilyard,NA,PG,25,2,NBA,MEM,13,229,100,NA,NA,NA,NA,-12.4,-6.2,5,2,4,0,0,1,107,0,0
31330,2024,5052,Jaden Hardy,NA,SG,21,2,NBA,DAL,14,146,NA,80,19,1,NA,-4.1,-6.1,3,4,5,1,13,1,34,4,2
31331,2024,5053,Jaden Ivey,NA,SG,21,2,NBA,DET,15,340,1,79,20,NA,NA,-5,5.6,10,10,21,4,23,2,107,7,12
31332,2024,4841,Jaden McDaniels,NA,SF,23,4,NBA,MIN,11,260,NA,10,89,1,NA,10.7,4.9,5,3,16,0,2,3,35,3,3
31333,2024,4944,Jaden Springer,NA,SG,21,3,NBA,PHI,11,127,15,62,24,NA,NA,2,-6.2,4,1,7,4,3,1,24,0,6
31334,2024,4091,Jae Crowder,NA,PF,33,12,NBA,MIL,9,240,NA,NA,55,45,NA,-10.2,-18.1,2,1,6,1,2,2,37,0,1
31335,2024,4842,Jae'Sean Tate,NA,SF,28,4,NBA,HOU,15,282,1,32,67,NA,NA,7.9,5.5,2,1,17,2,5,2,50,2,3
31336,2024,5139,Jaime Jaquez Jr.,NA,SF,22,1,NBA,MIA,19,505,NA,34,62,4,NA,1.9,0.5,11,9,26,1,11,5,114,4,15
31337,2024,5054,Jake LaRavia,NA,PF,22,2,NBA,MEM,5,61,NA,NA,1,99,NA,-17.3,-10.3,2,0,4,0,1,0,5,0,0
31338,2024,4412,Jakob Poeltl,NA,C,28,8,NBA,TOR,19,505,NA,NA,NA,NA,100,1,3.4,10,10,31,7,20,2,96,9,9
31339,2024,4630,Jalen Brunson,NA,PG,27,6,NBA,NYK,18,639,100,NA,NA,NA,NA,5.3,0.8,21,11,20,1,34,27,243,14,9
31340,2024,5055,Jalen Duren,NA,C,20,2,NBA,DET,12,344,NA,NA,NA,NA,100,-10.3,-3,10,10,21,12,14,1,74,7,10
31341,2024,4946,Jalen Green,NA,SG,21,3,NBA,HOU,16,510,8,91,1,NA,NA,4.5,0.2,12,17,13,2,35,1,126,9,19
31342,2024,5140,Jalen Hood-Schifino,NA,SG,20,1,NBA,LAL,3,41,NA,80,20,NA,NA,-43.7,-43.9,3,0,4,0,2,0,8,0,1
31343,2024,4947,Jalen Johnson,NA,SF,22,3,NBA,ATL,15,449,NA,NA,NA,98,2,6,10.1,18,3,19,3,13,3,83,3,9
31344,2024,4725,Jalen McDaniels,NA,SF,26,5,NBA,TOR,14,131,NA,4,44,49,3,-11.7,-12.9,1,4,8,1,1,0,19,0,2
31345,2024,5141,Jalen Pickett,NA,SG,24,1,NBA,DEN,11,74,81,19,NA,NA,NA,-0.2,-4.9,2,1,4,0,1,1,18,0,1
31346,2024,5142,Jalen Slawson,NA,SF,24,1,NBA,SAC,4,17,NA,NA,83,17,NA,-20.1,-19.6,1,0,0,0,0,0,5,0,0
31347,2024,4845,Jalen Smith,NA,C,23,4,NBA,IND,14,216,NA,NA,NA,NA,100,-3.6,-7.1,3,8,21,2,12,0,26,3,1
31348,2024,4948,Jalen Suggs,NA,SG,22,3,NBA,ORL,17,462,5,87,9,NA,NA,4.3,-4,13,11,29,2,21,16,107,5,10
31349,2024,5056,Jalen Williams,NA,PF,22,2,NBA,OKC,15,494,NA,NA,13,84,3,4,-11.2,15,10,22,2,28,5,140,6,14
31350,2024,5143,Jalen Wilson,NA,PF,23,1,NBA,BRK,2,7,NA,NA,16,21,63,-26.7,-28.3,0,0,0,0,0,0,0,0,0
31351,2024,5057,Jamal Cain,NA,PF,24,2,NBA,MIA,5,70,NA,NA,6,95,NA,-14.5,-17.6,0,0,1,0,3,0,0,1,0
31352,2024,4413,Jamal Murray,NA,PG,26,7,NBA,DEN,8,238,67,33,NA,NA,NA,4.8,0.7,12,2,8,1,6,1,129,2,7
31353,2024,5058,Jamaree Bouyea,NA,PG,24,2,NBA,POR,6,57,100,NA,NA,NA,NA,-20.6,-14.4,4,2,1,1,0,1,21,0,2
31354,2024,4949,James Bouknight,NA,SG,23,3,NBA,CHO,1,5,NA,NA,100,NA,NA,-30.6,-21.8,0,0,0,0,0,0,0,0,0
31355,2024,3880,James Harden,NA,SG,34,15,NBA,LAC,13,437,3,64,32,1,NA,-1.1,-8.8,14,9,9,4,21,2,187,4,7
31356,2024,4846,James Wiseman,NA,C,22,3,NBA,DET,10,111,NA,NA,NA,NA,100,-14.9,-7.4,1,3,12,4,5,1,7,1,3
31357,2024,5144,Jarace Walker,NA,PF,20,1,NBA,IND,5,41,NA,NA,NA,100,NA,12.1,11,1,0,3,0,2,0,13,1,0
31358,2024,4952,Jared Butler,NA,SG,23,3,NBA,WAS,7,36,72,28,NA,NA,NA,0.8,9.5,1,1,4,1,1,0,19,1,0
31359,2024,5059,Jared Rhoden,NA,SG,24,2,NBA,DET,5,30,NA,23,78,NA,NA,20.3,29.7,2,0,2,0,1,0,6,0,0
31360,2024,4632,Jaren Jackson Jr.,NA,C,24,6,NBA,MEM,17,536,NA,NA,NA,NA,100,-8.5,-1.9,6,14,24,10,48,6,81,10,32
31361,2024,4515,Jarrett Allen,NA,C,25,7,NBA,CLE,14,406,NA,NA,NA,NA,100,2,3.8,13,5,24,5,20,3,66,6,11
31362,2024,4730,Jaxson Hayes,NA,C,23,5,NBA,LAL,17,190,NA,NA,NA,NA,100,-10.2,-10.6,5,0,17,7,6,1,16,2,2
31363,2024,4956,Jay Huff,NA,C,25,3,NBA,DEN,1,2,NA,NA,NA,NA,100,-83.3,-87.8,0,0,0,0,0,0,0,0,0
31364,2024,4415,Jaylen Brown,NA,SF,27,8,NBA,BOS,17,586,1,35,64,1,NA,7.8,-6.1,10,14,21,9,32,2,153,8,19
31365,2024,4732,Jaylen Nowell,NA,SG,24,5,NBA,MEM,3,33,66,34,NA,NA,NA,5.8,14.2,0,0,1,0,0,0,11,0,0
31366,2024,5061,Jaylin Williams,NA,C,21,2,NBA,OKC,13,174,NA,NA,NA,8,92,3.8,-6.1,4,1,14,0,2,4,56,0,3
31367,2024,4518,Jayson Tatum,NA,PF,25,7,NBA,BOS,18,666,NA,NA,22,78,1,11.8,8.8,29,17,12,9,49,2,180,10,17
31368,2024,5063,Jeenathan Williams,NA,SG,24,2,NBA,HOU,4,22,25,75,NA,NA,NA,0.3,-4.3,0,0,2,0,1,0,4,0,1
31369,2024,3761,Jeff Green,NA,PF,37,16,NBA,HOU,16,236,NA,NA,7,69,25,6.1,2.5,1,0,5,4,16,1,24,4,3
31370,2024,4257,Jerami Grant,NA,PF,29,10,NBA,POR,18,638,NA,NA,50,46,4,-6.1,3.9,15,21,20,7,47,8,103,13,25
31371,2024,4959,Jeremiah Robinson-Earl,NA,PF,23,3,NBA,NOP,7,98,NA,NA,NA,72,28,-13.3,-15.9,4,2,3,0,3,2,12,0,0
31372,2024,5064,Jeremy Sochan,NA,PG,20,2,NBA,SAS,18,520,82,18,NA,NA,NA,-16,-10,24,10,22,5,18,7,190,1,15
31373,2024,4960,Jericho Sims,NA,C,25,3,NBA,NYK,8,22,NA,NA,NA,4,96,13.2,8.4,0,0,1,0,2,0,3,1,0
31374,2024,5145,Jermaine Samuels,NA,SF,25,1,NBA,HOU,4,26,NA,NA,81,19,NA,-32,-37.6,0,0,0,0,0,0,6,0,0
31375,2024,4637,Jerome Robinson,NA,SG,26,4,NBA,GSW,1,5,NA,100,NA,NA,NA,11.1,10.6,0,0,0,0,0,0,0,0,0
31376,2024,5146,Jett Howard,NA,SF,20,1,NBA,ORL,5,23,NA,NA,15,85,NA,-12.5,-19.2,1,1,0,0,0,0,6,0,0
31377,2024,4638,Jevon Carter,NA,PG,28,6,NBA,CHI,20,289,100,NA,NA,NA,NA,2.9,12.8,7,3,7,1,1,3,55,1,3
31378,2024,4023,Jimmy Butler,NA,PF,34,13,NBA,MIA,15,504,NA,NA,14,85,1,6.9,11.6,17,9,7,1,51,1,156,10,16
31379,2024,4961,Jock Landale,NA,C,28,3,NBA,HOU,12,110,NA,NA,NA,6,94,0.4,-4.8,2,2,7,2,2,0,21,0,4
31380,2024,4260,Joe Harris,NA,SG,32,10,NBA,DET,7,98,NA,NA,36,64,NA,-6.7,2,2,0,6,1,0,1,14,0,2
31381,2024,4261,Joe Ingles,NA,SF,36,10,NBA,ORL,18,337,NA,24,74,2,NA,12.7,10.8,11,5,13,2,3,0,133,1,3
31382,2024,4417,Joel Embiid,NA,C,29,8,NBA,PHI,16,552,NA,NA,NA,NA,100,8,1.9,24,22,27,10,85,0,261,14,21
31383,2024,4519,John Collins,NA,PF,26,7,NBA,UTA,19,589,NA,NA,31,67,2,-10.7,-10.3,8,9,33,5,20,6,34,5,25
31384,2024,4734,John Konchar,NA,SF,27,5,NBA,MEM,13,243,5,43,45,7,NA,-7.5,0.4,2,2,11,0,1,3,55,0,3
31385,2024,5066,Johnny Davis,2002,SG,21,2,NBA,WAS,13,122,NA,88,12,NA,NA,0.8,10.6,0,4,4,1,2,0,11,1,5
31386,2024,4100,Jonas Valančiūnas,NA,C,31,12,NBA,NOP,19,495,NA,NA,NA,NA,100,3.2,5,6,3,34,10,26,2,110,6,13
31387,2024,4522,Jonathan Isaac,NA,PF,26,5,NBA,ORL,14,194,NA,NA,4,96,NA,16.6,13.6,3,2,12,1,12,4,13,4,3
31388,2024,4965,Jonathan Kuminga,NA,PF,21,3,NBA,GSW,18,360,NA,NA,4,90,6,3.3,4.5,5,6,16,5,31,1,49,5,12
31389,2024,4265,Jordan Clarkson,NA,SG,31,10,NBA,UTA,17,536,NA,80,20,NA,NA,-8.7,-4.2,27,17,11,3,24,3,211,4,19
31390,2024,5147,Jordan Ford,NA,PG,25,1,NBA,SAC,5,14,100,NA,NA,NA,NA,-1.5,-0.6,0,0,0,0,0,0,3,0,0
31391,2024,4966,Jordan Goodwin,NA,PG,25,3,NBA,PHO,18,302,98,2,NA,NA,NA,7.4,6.5,5,5,6,1,4,1,94,2,9
31392,2024,5148,Jordan Hawkins,NA,SG,21,1,NBA,NOP,19,544,18,69,12,1,NA,-5.7,-16,9,7,25,1,13,4,91,1,10
31393,2024,4736,Jordan McLaughlin,NA,PG,27,5,NBA,MIN,5,19,100,NA,NA,NA,NA,22.6,15.7,0,0,1,0,0,0,10,0,0
31394,2024,5149,Jordan Miller,NA,SF,24,1,NBA,LAC,2,7,57,43,NA,NA,NA,-26.4,-29.9,0,0,2,0,0,0,0,0,0
31395,2024,4849,Jordan Nwora,NA,SF,25,4,NBA,IND,5,73,NA,NA,62,38,NA,-6.8,-9.3,3,2,2,1,3,0,13,2,1
31396,2024,4737,Jordan Poole,NA,SG,24,5,NBA,WAS,17,498,13,81,6,NA,NA,-18.9,-25,23,11,25,7,30,3,141,10,18
31397,2024,4968,Jose Alvarado,NA,PG,25,3,NBA,NOP,6,96,100,NA,NA,NA,NA,6.7,6.5,1,1,2,1,3,2,28,0,5
31398,2024,4970,Josh Giddey,NA,SG,21,3,NBA,OKC,18,483,NA,65,31,4,NA,1.8,-15.7,32,12,12,3,14,1,187,4,23
31399,2024,4850,Josh Green,NA,SG,23,4,NBA,DAL,17,423,NA,39,58,3,NA,1.4,1,8,5,19,1,5,11,94,0,11
31400,2024,4525,Josh Hart,NA,SF,28,7,NBA,NYK,18,514,NA,NA,57,43,NA,7.6,6.1,11,2,10,3,8,2,114,3,7
31401,2024,5069,Josh Minott,NA,SF,21,2,NBA,MIN,9,23,NA,NA,8,61,31,7.6,0.4,0,0,2,0,2,0,2,1,0
31402,2024,4644,Josh Okogie,NA,SG,25,6,NBA,PHO,18,391,4,46,48,2,NA,2.4,-1.2,8,5,11,0,23,12,52,6,7
31403,2024,4336,Josh Richardson,NA,SG,30,9,NBA,MIA,16,446,44,51,5,NA,NA,-2,-7.3,13,1,10,2,8,2,121,2,2
31404,2024,3891,Jrue Holiday,NA,PG,33,15,NBA,BOS,16,552,73,27,NA,NA,NA,12.6,7.9,23,9,11,1,9,7,209,1,7
31405,2024,5070,Julian Champagnie,NA,SF,22,2,NBA,SAS,11,172,NA,2,62,36,NA,-16.7,-5.9,7,2,5,0,5,1,24,1,1
31406,2024,5150,Julian Phillips,NA,SF,20,1,NBA,CHI,9,45,NA,NA,71,29,NA,8.7,15.6,1,0,4,0,2,0,8,0,1
31407,2024,5151,Julian Strawther,NA,SF,21,1,NBA,DEN,16,197,NA,22,71,7,NA,-11.5,-20.3,0,1,12,1,3,1,38,1,3
31408,2024,4266,Julius Randle,NA,PF,29,10,NBA,NYK,18,629,NA,NA,NA,100,NA,4.6,-1.8,19,19,16,12,56,1,251,12,28
31409,2024,4102,Justin Holiday,NA,SG,34,11,NBA,DEN,10,137,14,83,4,NA,NA,19.9,18.3,3,0,6,0,0,1,24,0,0
31410,2024,5071,Justin Minaya,NA,SF,24,2,NBA,POR,5,30,NA,32,68,NA,NA,-22.1,-15.5,1,0,1,0,0,1,0,0,0
31411,2024,4267,Jusuf Nurkić,NA,C,29,10,NBA,PHO,18,498,NA,NA,NA,NA,100,5.3,5.1,14,10,36,9,26,1,169,5,13
31412,2024,5152,KJ Martin,NA,SF,23,1,NBA,TOT,10,72,NA,23,71,6,NA,5,-0.5,0,2,7,1,3,1,10,0,4
31413,2024,5152,KJ Martin,NA,SF,23,1,NBA,LAC,2,31,NA,28,72,NA,NA,-7.7,-11.5,0,1,1,1,1,0,3,0,1
31414,2024,5152,KJ Martin,NA,SF,23,1,NBA,PHI,8,41,NA,18,71,11,NA,14.6,7.7,0,1,6,0,2,1,7,0,3
31415,2024,5153,Kaiser Gates,NA,SF,27,1,NBA,NOP,1,7,NA,NA,NA,100,NA,-12.5,-13.5,0,0,0,0,0,0,0,0,1
31416,2024,4339,Karl-Anthony Towns,NA,PF,28,9,NBA,MIN,18,604,NA,NA,NA,95,5,8.2,3.3,21,9,27,18,36,5,123,12,21
31417,2024,4032,Kawhi Leonard,NA,SF,32,12,NBA,LAC,18,614,NA,14,63,23,1,7.4,13.9,15,7,9,1,33,5,141,10,6
31418,2024,5072,Keegan Murray,NA,SF,23,2,NBA,SAC,13,430,NA,NA,82,18,NA,4.2,10.6,7,4,14,1,10,2,63,4,8
31419,2024,4646,Keita Bates-Diop,NA,SF,28,6,NBA,PHO,15,298,NA,6,65,28,NA,0.9,-3.2,1,0,14,0,13,0,36,7,8
31420,2024,4745,Keldon Johnson,NA,SF,24,5,NBA,SAS,17,557,NA,21,72,7,NA,-10.6,3.5,12,6,24,3,29,3,168,11,11
31421,2024,4177,Kelly Olynyk,NA,C,32,11,NBA,UTA,19,400,NA,NA,NA,24,77,-4,5.2,16,7,26,6,17,3,167,5,4
31422,2024,4341,Kelly Oubre Jr.,NA,SF,28,9,NBA,PHI,8,232,NA,16,71,13,NA,8,1,3,2,9,1,16,2,13,6,7
31423,2024,5075,Kenneth Lofton Jr.,NA,PF,21,2,NBA,MEM,12,92,NA,NA,NA,61,39,4.6,14.1,1,2,7,3,8,1,32,3,5
31424,2024,4647,Kenrich Williams,NA,PF,29,6,NBA,OKC,8,139,NA,NA,2,66,32,25.7,20.1,1,0,9,0,3,4,39,0,2
31425,2024,4178,Kentavious Caldwell-Pope,NA,SG,30,11,NBA,DEN,19,648,9,78,13,NA,NA,10.9,23.2,19,4,24,1,13,8,110,2,4
31426,2024,5076,Keon Ellis,NA,SG,24,2,NBA,SAC,10,115,41,59,NA,NA,NA,9.2,11.6,4,1,5,1,3,0,22,0,1
31427,2024,4977,Kessler Edwards,NA,SF,23,3,NBA,SAC,14,90,NA,NA,62,36,1,-12.7,-13.3,0,0,7,0,1,2,13,0,2
31428,2024,3770,Kevin Durant,NA,PF,35,16,NBA,PHO,16,590,NA,NA,1,95,4,5.9,8.7,29,25,17,3,56,2,214,15,11
31429,2024,4648,Kevin Huerter,NA,SG,25,6,NBA,SAC,16,441,NA,76,24,NA,NA,-1.1,-0.5,9,2,19,1,6,1,121,1,4
31430,2024,4649,Kevin Knox,NA,SF,24,6,NBA,DET,6,124,NA,2,52,46,NA,-9.6,-1.3,5,0,8,1,2,0,6,1,3
31431,2024,3830,Kevin Love,NA,PF,35,16,NBA,MIA,13,229,NA,NA,NA,47,53,12.6,14.5,4,0,12,1,6,6,68,0,1
31432,2024,4342,Kevon Looney,NA,C,27,9,NBA,GSW,19,446,NA,NA,NA,14,86,-2.6,-6.2,4,7,33,5,12,0,133,3,9
31433,2024,5154,Keyontae Johnson,NA,SF,23,1,NBA,OKC,1,6,NA,100,NA,NA,NA,-20,-28.9,0,0,0,0,0,0,0,0,0
31434,2024,5155,Keyonte George,NA,PG,20,1,NBA,UTA,19,485,100,NA,NA,NA,NA,-10.8,-8.2,24,11,7,3,21,7,227,4,12
31435,2024,4107,Khris Middleton,NA,SF,32,12,NBA,MIL,15,308,NA,5,82,13,NA,12.6,14.2,14,7,13,2,15,2,137,3,7
31436,2024,4855,Killian Hayes,NA,PG,22,4,NBA,DET,18,477,71,29,NA,NA,NA,-8.3,0.4,8,2,13,2,11,1,186,4,8
31437,2024,4857,Kira Lewis Jr.,NA,PG,22,4,NBA,NOP,11,121,98,3,NA,NA,NA,0,-0.9,3,0,4,1,6,0,45,3,4
31438,2024,4036,Klay Thompson,NA,SF,33,11,NBA,GSW,18,534,NA,35,57,7,NA,-2.1,-6.4,17,10,24,5,17,0,92,4,4
31439,2024,5156,Kobe Brown,NA,PF,24,1,NBA,LAC,9,74,NA,NA,NA,99,1,2.7,-0.6,0,1,9,0,0,0,4,0,0
31440,2024,5157,Kobe Bufkin,NA,SG,20,1,NBA,ATL,2,4,100,NA,NA,NA,NA,-155.6,-157.5,0,0,0,0,0,0,0,0,1
31441,2024,4421,Kris Dunn,NA,PG,29,8,NBA,UTA,13,134,55,45,NA,NA,NA,2.1,10.7,6,5,10,3,5,1,58,0,2
31442,2024,5158,Kris Murray,NA,SF,23,1,NBA,POR,10,88,NA,8,64,22,6,-9.8,-3,0,1,3,0,3,0,7,1,3
31443,2024,4343,Kristaps Porziņģis,NA,C,28,8,NBA,BOS,15,454,NA,NA,NA,2,98,9.8,0.2,4,4,26,9,36,2,65,9,3
31444,2024,4271,Kyle Anderson,NA,PF,30,10,NBA,MIN,18,433,NA,NA,73,27,NA,4.7,-5.1,16,8,9,1,17,0,169,1,4
31445,2024,4534,Kyle Kuzma,NA,PF,28,7,NBA,WAS,18,557,NA,NA,NA,89,11,-13.2,-13.8,20,6,20,3,37,5,207,14,13
31446,2024,3685,Kyle Lowry,NA,PG,37,18,NBA,MIA,18,528,100,NA,NA,NA,NA,2.7,2.5,18,4,28,2,5,11,190,0,9
31447,2024,4037,Kyrie Irving,NA,SG,31,13,NBA,DAL,14,464,14,82,4,NA,NA,1.7,2,12,3,13,2,21,1,187,9,8
31448,2024,4859,LaMelo Ball,NA,PG,22,4,NBA,CHO,15,501,63,37,NA,NA,NA,-8.7,0.5,29,13,20,6,23,2,270,6,12
31449,2024,4858,Lamar Stevens,NA,PF,26,4,NBA,BOS,6,20,NA,NA,24,39,38,-13.1,-23.4,2,1,2,0,0,0,5,0,1
31450,2024,4652,Landry Shamet,NA,SG,26,6,NBA,WAS,14,236,50,50,NA,NA,NA,-3.1,7.2,5,1,17,1,5,2,48,4,7
31451,2024,4345,Larry Nance Jr.,NA,C,31,9,NBA,NOP,14,211,NA,NA,NA,8,92,-9.9,-14.1,6,3,8,3,1,5,24,0,2
31452,2024,4535,Lauri Markkanen,NA,PF,26,7,NBA,UTA,15,512,NA,NA,2,66,32,-3.4,7.9,7,7,18,3,29,1,41,3,9
31453,2024,3463,LeBron James,NA,PF,39,21,NBA,LAL,19,636,NA,NA,2,82,17,4.9,18.8,45,16,5,5,54,4,276,13,12
31454,2024,5159,Leaky Black,NA,SF,24,1,NBA,CHO,4,17,NA,NA,15,85,NA,25.3,34.8,0,0,1,0,0,0,3,0,2
31455,2024,5160,Leonard Miller,NA,SF,20,1,NBA,MIN,3,6,NA,NA,NA,31,69,-38.5,-46,0,0,1,0,0,0,2,0,1
31456,2024,5078,Lester Quinones,NA,SG,23,2,NBA,GSW,2,9,NA,NA,48,52,NA,5.9,5.3,1,0,1,0,0,0,0,0,0
31457,2024,4980,Lindell Wigginton,NA,PG,25,3,NBA,MIL,1,2,100,NA,NA,NA,NA,-140,-143.4,1,0,1,0,0,0,0,0,0
31458,2024,4981,Lindy Waters III,NA,SG,26,3,NBA,OKC,8,62,5,25,33,36,NA,22.2,14.4,0,0,3,0,0,0,14,0,0
31459,2024,4653,Lonnie Walker IV,NA,SG,25,6,NBA,BRK,17,362,14,67,19,NA,NA,5,6.4,5,11,9,3,18,2,70,4,5
31460,2024,4754,Luguentz Dort,NA,SF,24,5,NBA,OKC,18,505,NA,2,73,26,NA,4.3,-10.8,4,6,25,3,17,9,52,4,5
31461,2024,4654,Luka Dončić,NA,PG,24,6,NBA,DAL,17,599,93,7,NA,NA,NA,0.2,-2.3,48,11,17,1,57,2,336,16,13
31462,2024,4982,Luka Garza,NA,C,25,3,NBA,MIN,4,13,NA,NA,NA,15,85,7.7,0.5,0,1,0,0,3,1,0,0,1
31463,2024,4755,Luka Šamanić,NA,PF,24,4,NBA,UTA,8,43,NA,NA,16,76,8,4.3,11.8,1,2,1,0,1,1,4,1,3
31464,2024,4538,Luke Kennard,NA,SG,27,7,NBA,MEM,8,172,6,88,5,NA,NA,-9.5,-2.1,3,2,3,0,1,1,39,0,3
31465,2024,4539,Luke Kornet,NA,C,28,7,NBA,BOS,13,176,NA,NA,NA,NA,100,7.9,-2.2,3,1,10,1,6,2,18,2,1
31466,2024,4860,Malachi Flynn,NA,PG,25,4,NBA,TOR,19,320,88,12,NA,NA,NA,-12.2,-17.7,7,7,10,2,6,3,97,2,2
31467,2024,5079,Malaki Branham,NA,SG,20,2,NBA,SAS,18,371,14,81,4,NA,NA,-15.1,-5.7,14,4,14,0,5,2,95,2,8
31468,2024,4424,Malcolm Brogdon,NA,PG,31,8,NBA,POR,13,372,71,29,NA,NA,NA,-0.2,12,15,5,9,1,20,3,207,6,14
31469,2024,5161,Malcolm Cazalon,NA,SG,22,1,NBA,DET,1,3,NA,NA,NA,100,NA,63.3,72,0,0,0,0,0,0,0,0,0
31470,2024,4426,Malik Beasley,NA,SG,27,8,NBA,MIL,19,544,2,94,3,NA,NA,6.1,7.7,8,4,18,0,5,2,70,2,7
31471,2024,4541,Malik Monk,NA,SG,25,7,NBA,SAC,17,412,24,75,1,NA,NA,0,1.8,24,9,15,1,22,3,178,3,15
31472,2024,5080,MarJon Beauchamp,NA,SF,23,2,NBA,MIL,15,242,NA,20,77,3,NA,2.1,-1.2,2,7,13,0,6,1,34,1,4
31473,2024,4042,Marcus Morris,NA,PF,34,13,NBA,PHI,11,117,NA,1,61,38,NA,-14.6,-25.2,1,1,9,3,1,0,13,1,0
31474,2024,5162,Marcus Sasser,NA,PG,23,1,NBA,DET,19,355,100,NA,NA,NA,NA,-8.2,0.5,5,4,17,0,4,2,135,2,6
31475,2024,4275,Marcus Smart,NA,PG,29,10,NBA,MEM,11,329,87,14,NA,NA,NA,-7.6,0.3,22,7,6,5,3,7,132,0,2
31476,2024,5081,Mark Williams,NA,C,22,2,NBA,CHO,17,459,NA,NA,NA,NA,100,-0.4,19,5,2,22,6,28,0,55,4,17
31477,2024,4544,Markelle Fultz,NA,PG,25,7,NBA,ORL,5,143,81,19,NA,NA,NA,2.3,-4.6,2,4,3,0,3,1,48,2,1
