,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_2PT_pct_rank,CONTESTED_SHOTS_3PT_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
434,1626181,Norman Powell,1610612746,LAC,30.0,70,26.1,2.73,1.41,1.31,1.23,0.0,0.3,0.69,0.16,0.23,0.39,0.407,0.593,0.0,0.34,0.34,0.34,0.13,0.0,1.0,1.0,0.375,1610612746,Clippers,47,27,74,0.9459459459459459,0.19883040935672514,0.17251461988304093,0.17543859649122806,0.3333333333333333,0.3567251461988304,0.29239766081871343,1.5292397660818713
435,1628384,OG Anunoby,1610612752,NYK,26.0,44,34.1,7.0,4.48,2.52,2.59,0.0,0.34,0.8,0.36,0.25,0.61,0.593,0.407,0.0,1.05,1.05,1.05,0.39,0.0,1.0,1.0,0.37,1610612752,Knicks,44,30,74,0.5945945945945946,0.19883040935672514,0.7280701754385965,0.6374269005847953,0.804093567251462,0.7368421052631579,0.16666666666666666,3.2719298245614032
436,1630167,Obi Toppin,1610612754,IND,26.0,75,21.3,3.55,2.11,1.44,0.97,0.0,0.69,1.59,0.23,0.25,0.48,0.472,0.528,0.19,0.39,0.57,0.57,0.37,0.326,0.674,1.0,0.651,1610612754,Pacers,42,33,75,1.0,0.19883040935672514,0.6052631578947368,0.5233918128654971,0.29239766081871343,0.5789473684210527,0.6169590643274854,2.8157894736842106
437,1630534,Ochai Agbaji,1610612761,TOR,23.0,72,20.2,4.11,2.39,1.72,0.94,0.0,0.33,0.79,0.14,0.15,0.29,0.476,0.524,0.01,0.32,0.33,0.33,0.15,0.042,0.958,1.0,0.458,1610612761,Raptors,23,51,74,0.972972972972973,0.19883040935672514,0.6871345029239766,0.8187134502923976,0.31871345029239767,0.47953216374269003,0.17251461988304093,2.675438596491228
440,1630209,Omer Yurtseven,1610612762,UTA,25.0,41,9.2,2.39,1.88,0.51,0.41,0.0,1.2,2.85,0.12,0.0,0.12,1.0,0.0,0.22,0.56,0.78,0.76,0.56,0.281,0.719,1.0,0.742,1610612762,Jazz,29,46,75,0.5466666666666666,0.19883040935672514,0.8538011695906432,0.260233918128655,0.26900584795321636,0.9385964912280702,0.0029239766081871343,2.5233918128654973
442,1630168,Onyeka Okongwu,1610612737,ATL,23.0,55,25.5,7.87,5.42,2.45,1.24,0.0,2.98,7.04,0.35,0.25,0.6,0.576,0.424,0.47,1.29,1.76,1.65,1.05,0.268,0.732,0.958,0.611,1610612737,Hawks,34,40,74,0.7432432432432432,0.19883040935672514,0.8654970760233918,0.8976608187134503,0.37719298245614036,0.8596491228070176,0.41812865497076024,3.616959064327485
445,1629052,Oshae Brissett,1610612738,BOS,25.0,48,11.7,1.38,0.69,0.69,0.73,0.0,0.35,0.9,0.15,0.15,0.29,0.5,0.5,0.31,0.46,0.77,0.73,0.38,0.405,0.595,0.972,0.5,1610612738,Celtics,58,16,74,0.6486486486486487,0.19883040935672514,0.22807017543859648,0.3508771929824561,0.5994152046783626,0.7923976608187134,0.7017543859649122,2.871345029239766
449,1629023,P.J. Washington,1610612742,DAL,25.0,66,30.1,6.26,3.91,2.35,1.98,0.0,1.41,3.42,0.41,0.21,0.62,0.659,0.341,0.14,0.73,0.86,0.85,0.39,0.158,0.842,0.982,0.456,1610612742,Mavericks,45,29,74,0.8918918918918919,0.19883040935672514,0.7192982456140351,0.716374269005848,0.6783625730994152,0.6783625730994152,0.13742690058479531,3.1286549707602336
450,1631094,Paolo Banchero,1610612753,ORL,21.0,72,34.8,5.88,2.88,3.0,1.43,0.0,0.76,1.72,0.29,0.29,0.58,0.5,0.5,0.04,0.43,0.47,0.44,0.18,0.088,0.912,1.0,0.406,1610612753,Magic,43,31,74,0.972972972972973,0.19883040935672514,0.4824561403508772,0.8333333333333334,0.19883040935672514,0.3333333333333333,0.24707602339181287,2.293859649122807
451,1627783,Pascal Siakam,1610612754,IND,30.0,73,33.6,5.38,2.84,2.55,1.6,0.01,0.79,1.82,0.37,0.47,0.84,0.443,0.557,0.12,0.89,1.01,0.97,0.51,0.122,0.878,1.0,0.521,1610612754,Pacers,42,33,75,0.9733333333333334,0.4108187134502924,0.4853801169590643,0.6812865497076024,0.3538011695906433,0.7105263157894737,0.7807017543859649,3.422514619883041
452,1626192,Pat Connaughton,1610612749,MIL,31.0,68,21.7,3.87,1.68,2.19,0.87,0.03,0.26,0.57,0.18,0.28,0.46,0.387,0.613,0.06,0.25,0.31,0.31,0.09,0.19,0.81,1.0,0.286,1610612749,Bucks,47,27,74,0.918918918918919,0.6374269005847953,0.4327485380116959,0.9327485380116959,0.17543859649122806,0.2953216374269006,0.716374269005848,3.190058479532164
455,201976,Patrick Beverley,1610612749,MIL,35.0,68,19.6,2.26,1.01,1.25,1.29,0.09,0.29,0.69,0.21,0.29,0.5,0.412,0.588,0.01,0.06,0.07,0.07,0.0,0.2,0.8,1.0,0.0,1610612749,Bucks,47,27,74,0.918918918918919,0.8947368421052632,0.15204678362573099,0.4444444444444444,0.6812865497076024,0.017543859649122806,0.804093567251462,2.9941520467836256
456,1630172,Patrick Williams,1610612741,CHI,22.0,43,27.3,4.72,2.51,2.21,1.77,0.05,0.49,1.12,0.44,0.16,0.6,0.731,0.269,0.16,0.88,1.05,0.98,0.37,0.156,0.844,0.955,0.364,1610612741,Bulls,36,39,75,0.5733333333333334,0.7105263157894737,0.5526315789473685,0.7543859649122807,0.652046783625731,0.7456140350877193,0.07017543859649122,3.485380116959064
458,202331,Paul George,1610612746,LAC,33.0,68,34.2,6.18,3.28,2.9,2.94,0.07,0.54,1.22,0.35,0.38,0.74,0.48,0.52,0.03,0.56,0.59,0.56,0.38,0.05,0.95,0.95,0.65,1610612746,Clippers,47,27,74,0.918918918918919,0.7280701754385965,0.5877192982456141,0.8128654970760234,0.8888888888888888,0.5087719298245614,0.543859649122807,4.0701754385964914
459,1630194,Paul Reed,1610612755,PHI,24.0,75,19.3,6.53,4.93,1.6,1.96,0.0,2.43,5.63,0.53,0.31,0.84,0.635,0.365,0.21,1.0,1.21,1.17,0.63,0.176,0.824,0.978,0.522,1610612755,76ers,40,35,75,1.0,0.19883040935672514,0.9415204678362573,0.7923976608187134,0.9532163742690059,0.868421052631579,0.8654970760233918,4.619883040935672
460,1630202,Payton Pritchard,1610612738,BOS,26.0,74,21.5,1.62,0.92,0.7,0.93,0.0,0.34,0.82,0.22,0.3,0.51,0.421,0.579,0.05,0.38,0.43,0.41,0.19,0.125,0.875,0.968,0.452,1610612738,Celtics,58,16,74,1.0,0.19883040935672514,0.08771929824561403,0.011695906432748537,0.24853801169590642,0.5555555555555556,0.7733918128654971,1.8757309941520468
462,1631212,Peyton Watson,1610612743,DEN,21.0,73,18.2,5.14,3.62,1.52,0.97,0.0,0.29,0.71,0.21,0.32,0.52,0.395,0.605,0.03,0.33,0.36,0.33,0.16,0.077,0.923,0.923,0.462,1610612743,Nuggets,52,23,75,0.9733333333333334,0.19883040935672514,0.847953216374269,0.8011695906432749,0.4590643274853801,0.5730994152046783,0.9181286549707602,3.7982456140350878
463,1630173,Precious Achiuwa,1610612752,NYK,24.0,67,22.7,7.57,5.37,2.19,1.31,0.04,1.58,3.61,0.45,0.19,0.64,0.698,0.302,0.64,0.76,1.4,1.3,0.96,0.457,0.543,0.978,0.719,1610612752,Knicks,44,30,74,0.9054054054054054,0.6929824561403509,0.9093567251461988,0.9035087719298246,0.5292397660818714,0.7602339181286549,0.25146198830409355,4.046783625730994
464,1629656,Quentin Grimes,1610612765,DET,23.0,51,20.1,2.76,1.47,1.29,1.18,0.0,0.16,0.31,0.14,0.22,0.35,0.389,0.611,0.02,0.1,0.12,0.08,0.02,0.167,0.833,0.8,0.2,1610612765,Pistons,13,61,74,0.6891891891891891,0.19883040935672514,0.3830409356725146,0.4590643274853801,0.5467836257309941,0.06725146198830409,0.5292397660818714,2.1842105263157894
467,1629628,RJ Barrett,1610612761,TOR,23.0,53,31.6,5.62,3.21,2.42,1.43,0.04,0.32,0.74,0.45,0.26,0.72,0.632,0.368,0.08,0.43,0.51,0.49,0.28,0.148,0.852,0.963,0.556,1610612761,Raptors,23,51,74,0.7162162162162162,0.6140350877192983,0.6169590643274854,0.695906432748538,0.28654970760233917,0.38011695906432746,0.23538011695906433,2.8289473684210527
470,202704,Reggie Jackson,1610612743,DEN,33.0,75,22.1,3.19,1.53,1.65,1.07,0.05,0.21,0.49,0.21,0.19,0.4,0.533,0.467,0.03,0.36,0.39,0.37,0.05,0.069,0.931,0.966,0.138,1610612743,Nuggets,52,23,75,1.0,0.7573099415204678,0.3362573099415205,0.6637426900584795,0.3654970760233918,0.5058479532163743,0.26900584795321636,2.8976608187134505
471,1626158,Richaun Holmes,1610612764,WAS,30.0,40,13.9,2.83,2.4,0.43,0.7,0.03,1.65,3.95,0.15,0.18,0.33,0.462,0.538,0.45,0.6,1.05,1.05,0.68,0.429,0.571,1.0,0.643,1610612764,Wizards,14,61,75,0.5333333333333333,0.7485380116959064,0.8011695906432749,0.008771929824561403,0.4064327485380117,0.8070175438596491,0.7222222222222222,3.494152046783626
