player,season,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Jay Vincent,1986,PF,26,5,0.532,24.2,0.4,0.5490196078431373,0.9607843137254902,0.35294117647058826,1.8627450980392157
Jeff Malone,1986,SG,24,3,0.533,25.9,0.6,0.4090909090909091,0.9318181818181818,0.45454545454545453,1.7954545454545454
Jeff Turner,1986,PF,23,2,0.55,15.6,-0.5,0.39215686274509803,0.35294117647058826,0.8627450980392157,1.607843137254902
Jerome Kersey,1986,SF,23,2,0.589,22.2,0.9,0.10416666666666667,0.5625,0.375,1.0416666666666665
Jerome Whitehead,1986,C,29,8,0.463,14.6,-1.2,0.8979591836734694,0.2653061224489796,1,2.163265306122449
Jerry Reynolds,1986,SF,23,1,0.489,20.5,0.7,0.9166666666666666,0.4166666666666667,0.4375,1.7708333333333333
Jerry Sichting,1986,PG,29,6,0.609,13.2,0.7,0.05,0.1,0.675,0.8250000000000001
Jim Paxson,1986,SG,28,7,0.545,20.7,1.3,0.29545454545454547,0.4318181818181818,0.3409090909090909,1.0681818181818181
Jim Petersen,1986,PF,23,2,0.525,13.3,-0.1,0.6078431372549019,0.1568627450980392,0.5882352941176471,1.3529411764705883
Joe Barry Carroll,1986,C,27,5,0.516,26.6,0.9,0.7142857142857143,0.9591836734693877,0.46938775510204084,2.142857142857143
Joe Dumars,1986,SG,22,1,0.548,17.2,0.4,0.2727272727272727,0.20454545454545456,0.5227272727272727,1
Joe Kleine,1986,C,24,1,0.516,17.4,-0.9,0.7142857142857143,0.46938775510204084,0.9795918367346939,2.163265306122449
John Bagley,1986,PG,25,4,0.475,19.8,1.6,0.875,0.475,0.425,1.7750000000000001
John Battle,1986,SG,23,1,0.518,20.1,0,0.5681818181818182,0.4090909090909091,0.6590909090909091,1.6363636363636362
John Long,1986,SG,29,8,0.522,21.7,0.2,0.5227272727272727,0.4772727272727273,0.5681818181818182,1.5681818181818183
John Lucas,1986,PG,32,10,0.53,20.2,2,0.55,0.575,0.275,1.4
John Paxson,1986,PG,25,3,0.536,11.2,0,0.5,0,0.9,1.4
John Stockton,1986,PG,23,2,0.566,15.1,2.1,0.25,0.15,0.2,0.6000000000000001
Jon Koncak,1986,C,22,1,0.539,17.9,0,0.4489795918367347,0.5306122448979592,0.6938775510204082,1.6734693877551021
Jon Sundvold,1986,PG,24,3,0.503,20.4,0,0.75,0.675,0.9,2.325
Julius Erving,1986,SF,35,15,0.537,23.8,2.6,0.4166666666666667,0.7083333333333334,0.125,1.25
Junior Bridgeman,1986,SF,32,11,0.507,19.7,-0.3,0.75,0.3333333333333333,0.9375,2.020833333333333
Kareem Abdul-Jabbar,1986,C,38,17,0.603,26.6,4.9,0.10204081632653061,0.9591836734693877,0,1.0612244897959182
Karl Malone,1986,PF,22,1,0.504,24.1,0.1,0.8627450980392157,0.9411764705882353,0.5098039215686274,2.313725490196078
Keith Lee,1986,PF,23,1,0.51,17.1,-0.2,0.7843137254901961,0.45098039215686275,0.6862745098039216,1.9215686274509804
Kelly Tripucka,1986,SF,26,5,0.567,24.1,2.5,0.20833333333333334,0.7291666666666666,0.14583333333333334,1.0833333333333333
Kelvin Ransey,1986,PG,27,6,0.514,18.1,0.1,0.65,0.375,0.85,1.875
Ken Bannister,1986,PF,25,2,0.511,21.4,-0.8,0.7647058823529411,0.7450980392156863,0.9607843137254902,2.4705882352941178
Ken Johnson,1986,PF,23,1,0.523,15.1,-0.6,0.6274509803921569,0.3333333333333333,0.9215686274509803,1.8823529411764706
Kenny Carr,1986,PF,30,9,0.546,17,-0.1,0.45098039215686275,0.43137254901960786,0.5882352941176471,1.4705882352941178
Kenny Fields,1986,SF,23,2,0.547,19.1,0.5,0.3541666666666667,0.25,0.5416666666666666,1.1458333333333335
Kent Benson,1986,C,31,9,0.519,14.8,0.7,0.6938775510204082,0.30612244897959184,0.5306122448979592,1.5306122448979593
Kevin McHale,1986,PF,28,6,0.623,22.5,3.9,0.0392156862745098,0.8235294117647058,0.0196078431372549,0.8823529411764706
Kevin Willis,1986,PF,23,2,0.545,19.6,0,0.47058823529411764,0.6274509803921569,0.5490196078431373,1.647058823529412
Kiki Vandeweghe,1986,SF,27,6,0.614,25.1,2.4,0.020833333333333332,0.7916666666666666,0.16666666666666666,0.9791666666666666
Kurt Rambis,1986,PF,27,5,0.632,10.8,1.1,0,0.0196078431372549,0.1568627450980392,0.1764705882352941
Kyle Macy,1986,PG,28,6,0.557,12.6,0.9,0.3,0.025,0.6,0.925
Lancaster Gordon,1986,SG,23,2,0.422,24.6,-1,0.9772727272727273,0.8409090909090909,1,2.8181818181818183
Larry Bird,1986,SF,29,7,0.58,27.6,8.4,0.14583333333333334,0.8958333333333334,0,1.0416666666666667
Larry Drew,1986,PG,27,6,0.525,20.1,0.3,0.6,0.525,0.8,1.925
Larry Nance,1986,PF,26,5,0.616,22.6,3.7,0.11764705882352941,0.8431372549019608,0.0392156862745098,1
Larry Smith,1986,PF,28,6,0.539,13.2,-0.1,0.5098039215686274,0.13725490196078433,0.5882352941176471,1.2352941176470589
Larry Spriggs,1986,SF,26,5,0.501,22.9,-0.2,0.8333333333333334,0.6666666666666666,0.8541666666666666,2.3541666666666665
LaSalle Thompson,1986,C,24,4,0.559,18.7,1.6,0.30612244897959184,0.5918367346938775,0.22448979591836735,1.1224489795918366
Lewis Lloyd,1986,SG,26,5,0.567,22.6,2.1,0.06818181818181818,0.6590909090909091,0.13636363636363635,0.8636363636363636
Lonnie Shelton,1986,PF,30,10,0.508,14.6,-0.3,0.803921568627451,0.29411764705882354,0.7647058823529411,1.8627450980392157
Louis Orr,1986,SF,27,6,0.509,18.4,0.7,0.7083333333333334,0.20833333333333334,0.4375,1.3541666666666667
Magic Johnson,1986,PG,26,7,0.61,21.6,5.7,0.025,0.775,0,0.8
Manute Bol,1986,C,23,1,0.472,7.6,1.5,0.8571428571428571,0.02040816326530612,0.24489795918367346,1.1224489795918366
Mark Aguirre,1986,SF,26,5,0.547,29,1.4,0.3541666666666667,0.9375,0.3125,1.6041666666666667
Mark Eaton,1986,C,29,4,0.499,13.2,1.4,0.8367346938775511,0.1836734693877551,0.2653061224489796,1.2857142857142858
Mark Olberding,1986,PF,29,11,0.618,12.1,0.8,0.0784313725490196,0.058823529411764705,0.23529411764705882,0.37254901960784315
Mark West,1986,C,25,3,0.55,12.1,-0.6,0.3877551020408163,0.12244897959183673,0.9387755102040817,1.4489795918367347
Marques Johnson,1986,SG,29,9,0.555,24,2.5,0.18181818181818182,0.7954545454545454,0.06818181818181818,1.0454545454545454
Maurice Cheeks,1986,PG,29,8,0.597,16,4.6,0.1,0.2,0.05,0.35000000000000003
Maurice Lucas,1986,PF,33,12,0.52,20.2,-0.1,0.6666666666666666,0.6666666666666666,0.5882352941176471,1.9215686274509802
Melvin Turpin,1986,C,25,2,0.585,19.1,1.4,0.20408163265306123,0.6530612244897959,0.2653061224489796,1.1224489795918366
Michael Cage,1986,PF,24,2,0.518,15.6,-0.2,0.6862745098039216,0.35294117647058826,0.6862745098039216,1.7254901960784315
Michael Cooper,1986,SG,29,8,0.557,14.8,2.2,0.13636363636363635,0.09090909090909091,0.11363636363636363,0.3409090909090909
Michael Phelps,1986,SG,24,1,0.438,18.1,-0.5,0.9318181818181818,0.2727272727272727,0.9318181818181818,2.1363636363636362
Micheal Ray Richardson,1986,PG,30,8,0.498,22.1,1.9,0.775,0.85,0.3,1.925
Mickey Johnson,1986,PF,33,12,0.505,19.6,0.3,0.8431372549019608,0.6274509803921569,0.37254901960784315,1.843137254901961
Mike Evans,1986,PG,30,7,0.495,25.1,-0.3,0.8,1,0.95,2.75
Mike Gminski,1986,C,26,6,0.594,19.9,2.9,0.12244897959183673,0.6938775510204082,0.061224489795918366,0.8775510204081632
Mike McGee,1986,SF,26,5,0.513,21.3,0,0.625,0.4791666666666667,0.7708333333333334,1.875
Mike Mitchell,1986,SF,30,8,0.514,27.8,-0.3,0.6041666666666666,0.9166666666666666,0.9375,2.458333333333333
Mike O'Koren,1986,SF,27,6,0.496,15.8,0.1,0.8958333333333334,0.10416666666666667,0.7083333333333334,1.7083333333333335
Mike Sanders,1986,SF,25,4,0.573,22.6,0.9,0.1875,0.5833333333333334,0.375,1.1458333333333335
Mike Woodson,1986,SG,27,6,0.527,22.5,0.8,0.5,0.6363636363636364,0.4090909090909091,1.5454545454545454
Mitch Kupchak,1986,PF,31,9,0.542,19.1,-0.5,0.49019607843137253,0.5882352941176471,0.8627450980392157,1.9411764705882353
Mitchell Wiggins,1986,SG,26,3,0.491,19.7,-0.1,0.7727272727272727,0.3409090909090909,0.7727272727272727,1.8863636363636362
Moses Malone,1986,C,30,12,0.553,27.6,1.3,0.32653061224489793,1,0.3469387755102041,1.673469387755102
Mychal Thompson,1986,C,31,7,0.525,20.7,0.1,0.6326530612244898,0.7755102040816326,0.6326530612244898,2.0408163265306123
Norm Nixon,1986,PG,30,9,0.493,22.2,0.6,0.825,0.9,0.75,2.475
Orlando Woolridge,1986,SF,26,5,0.56,26.5,2.3,0.2708333333333333,0.8333333333333334,0.1875,1.2916666666666667
Otis Birdsong,1986,SG,30,9,0.529,22.1,0.6,0.4772727272727273,0.5681818181818182,0.45454545454545453,1.5
Otis Thorpe,1986,PF,23,2,0.617,17.5,0.5,0.09803921568627451,0.47058823529411764,0.3333333333333333,0.9019607843137254
Pace Mannion,1986,SF,25,3,0.51,17.5,0,0.6875,0.125,0.7708333333333334,1.5833333333333335
Patrick Ewing,1986,C,23,1,0.526,26.5,1.4,0.5918367346938775,0.9387755102040817,0.2653061224489796,1.795918367346939
Paul Mokeski,1986,C,29,7,0.464,13.8,-0.2,0.8775510204081632,0.22448979591836735,0.7755102040816326,1.8775510204081631
Paul Pressey,1986,SF,27,4,0.564,18.6,5.3,0.22916666666666666,0.22916666666666666,0.020833333333333332,0.47916666666666663
Pete Verhoeven,1986,PF,26,5,0.554,11.3,-0.2,0.35294117647058826,0.0392156862745098,0.6862745098039216,1.0784313725490198
Pete Williams,1986,PF,20,1,0.587,9.9,0.1,0.1568627450980392,0,0.5098039215686274,0.6666666666666666
Peter Thibeaux,1986,SF,24,2,0.455,21.7,-0.5,0.9791666666666666,0.5,1,2.4791666666666665
Purvis Short,1986,SF,28,8,0.547,27.1,1.8,0.3541666666666667,0.875,0.25,1.4791666666666667
Ralph Sampson,1986,PF,25,3,0.516,23.6,1.8,0.7254901960784313,0.9215686274509803,0.09803921568627451,1.7450980392156863
Randy Breuer,1986,C,25,3,0.521,17.5,1.2,0.673469387755102,0.4897959183673469,0.3673469387755102,1.530612244897959
Randy Wittman,1986,SG,26,3,0.555,15.6,1.7,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.5454545454545454
Reggie Theus,1986,SG,28,8,0.556,23.3,2.4,0.1590909090909091,0.7272727272727273,0.09090909090909091,0.9772727272727273
Rick Carlisle,1986,SG,26,2,0.5,13.5,-0.2,0.6590909090909091,0.022727272727272728,0.8636363636363636,1.5454545454545454
Rick Mahorn,1986,PF,27,6,0.497,13.7,-0.6,0.9411764705882353,0.21568627450980393,0.9215686274509803,2.0784313725490193
Rick Robey,1986,C,30,8,0.417,17.6,-0.7,0.9591836734693877,0.5102040816326531,0.9591836734693877,2.4285714285714284
Rickey Green,1986,PG,31,8,0.537,20.1,1.5,0.425,0.525,0.475,1.4249999999999998
Ricky Pierce,1986,SG,26,4,0.603,19.5,2.1,0,0.3181818181818182,0.13636363636363635,0.45454545454545453
Ricky Sobers,1986,SG,33,11,0.506,22.3,0.2,0.6136363636363636,0.6136363636363636,0.5681818181818182,1.7954545454545454
Robert Parish,1986,C,32,10,0.586,20.8,2.6,0.1836734693877551,0.7959183673469388,0.08163265306122448,1.0612244897959184
Robert Reid,1986,SF,30,8,0.506,19.4,0.5,0.7708333333333334,0.2708333333333333,0.5416666666666666,1.5833333333333335
Rod Foster,1986,PG,25,3,0.435,16.6,-0.5,0.975,0.25,1,2.225
Rodney McCray,1986,SF,24,3,0.583,12.8,2,0.125,0.020833333333333332,0.20833333333333334,0.3541666666666667
Rolando Blackman,1986,SG,26,5,0.576,25.2,1.8,0.045454545454545456,0.9090909090909091,0.18181818181818182,1.1363636363636362
Rory Sparrow,1986,PG,27,6,0.511,16.7,1,0.675,0.3,0.525,1.5
Rory White,1986,SF,26,4,0.56,20,-0.1,0.2708333333333333,0.3541666666666667,0.8125,1.4375
Roy Hinson,1986,SF,24,3,0.578,22.8,1.9,0.16666666666666666,0.6458333333333334,0.22916666666666666,1.0416666666666667
Sam Perkins,1986,PF,24,2,0.573,19,1.9,0.19607843137254902,0.5686274509803921,0.0784313725490196,0.8431372549019607
Sam Vincent,1986,SG,22,1,0.477,23,-0.3,0.8863636363636364,0.7045454545454546,0.8863636363636364,2.477272727272727
Scott Hastings,1986,PF,25,4,0.508,14.4,-0.2,0.803921568627451,0.27450980392156865,0.6862745098039216,1.7647058823529413
Scott Wedman,1986,SF,33,12,0.499,20.2,0.2,0.8541666666666666,0.375,0.6666666666666666,1.895833333333333
Sedale Threatt,1986,SG,24,3,0.481,18.9,-0.1,0.8636363636363636,0.29545454545454547,0.7727272727272727,1.9318181818181819
Sidney Green,1986,PF,25,3,0.526,21.9,-0.4,0.5686274509803921,0.7647058823529411,0.7843137254901961,2.1176470588235294
Sidney Moncrief,1986,PG,28,7,0.604,21.8,4.5,0.075,0.825,0.075,0.9749999999999999
Sleepy Floyd,1986,PG,25,4,0.587,21.2,3.9,0.125,0.75,0.1,0.975
Spud Webb,1986,PG,22,1,0.578,23,1.5,0.2,0.925,0.475,1.6
Steve Colter,1986,PG,23,2,0.528,16.6,0.9,0.575,0.25,0.6,1.4249999999999998
Steve Harris,1986,SG,22,1,0.5,23.6,-0.1,0.6590909090909091,0.7727272727272727,0.7727272727272727,2.204545454545454
Steve Hayes,1986,C,30,5,0.433,12.1,-0.4,0.9387755102040817,0.12244897959183673,0.8775510204081632,1.9387755102040818
Steve Johnson,1986,C,28,5,0.667,20.4,0.7,0.02040816326530612,0.7346938775510204,0.5306122448979592,1.2857142857142858
Steve Stipanovich,1986,C,25,3,0.526,20,2,0.5918367346938775,0.7142857142857143,0.12244897959183673,1.4285714285714286
Stuart Gray,1986,C,22,2,0.551,16.7,-0.2,0.3469387755102041,0.40816326530612246,0.7755102040816326,1.530612244897959
T.R. Dunn,1986,SG,30,9,0.493,7.5,1.4,0.75,0,0.29545454545454547,1.0454545454545454
Terence Stansbury,1986,SG,24,2,0.499,19.7,-0.5,0.7045454545454546,0.3409090909090909,0.9318181818181818,1.977272727272727
Terry Catledge,1986,PF,22,1,0.502,20.7,-0.5,0.9019607843137255,0.6862745098039216,0.8627450980392157,2.450980392156863
Terry Cummings,1986,PF,24,4,0.503,27.2,2,0.8823529411764706,1,0.058823529411764705,1.9411764705882353
Terry Porter,1986,PG,22,1,0.545,20.2,0.7,0.4,0.575,0.675,1.65
Terry Teagle,1986,SG,25,4,0.542,22,0,0.3181818181818182,0.5454545454545454,0.6590909090909091,1.5227272727272725
Terry Tyler,1986,SF,29,8,0.483,19.4,0.6,0.9375,0.2708333333333333,0.5,1.7083333333333333
Thurl Bailey,1986,PF,24,3,0.499,23,0.7,0.9215686274509803,0.8627450980392157,0.2549019607843137,2.0392156862745097
Tim McCormick,1986,C,23,2,0.618,16.2,0.4,0.061224489795918366,0.3673469387755102,0.5714285714285714,1
Tom Chambers,1986,PF,26,5,0.551,27,1,0.37254901960784315,0.9803921568627451,0.19607843137254902,1.5490196078431373
Tom McMillen,1986,C,33,11,0.51,17.1,-0.3,0.7551020408163265,0.42857142857142855,0.8367346938775511,2.020408163265306
Tony Campbell,1986,SF,23,2,0.506,22,-0.2,0.7708333333333334,0.5208333333333334,0.8541666666666666,2.1458333333333335
Tree Rollins,1986,C,30,9,0.537,10.9,1,0.4897959183673469,0.061224489795918366,0.42857142857142855,0.9795918367346939
Trent Tucker,1986,SG,26,4,0.522,20,1.3,0.5227272727272727,0.38636363636363635,0.3409090909090909,1.25
Uwe Blab,1986,C,23,1,0.502,15.1,-0.3,0.8163265306122449,0.32653061224489793,0.8367346938775511,1.9795918367346939
Vern Fleming,1986,PG,23,2,0.558,17.5,2.3,0.275,0.325,0.175,0.7750000000000001
Vinnie Johnson,1986,SG,29,7,0.503,23.3,1.7,0.6363636363636364,0.7272727272727273,0.22727272727272727,1.590909090909091
Walter Davis,1986,SG,31,9,0.536,29.2,1.4,0.36363636363636365,0.9772727272727273,0.29545454545454547,1.6363636363636362
Wayman Tisdale,1986,PF,21,1,0.539,23.3,-0.4,0.5098039215686274,0.8823529411764706,0.7843137254901961,2.176470588235294
Wayne Cooper,1986,C,29,8,0.509,20.4,0.8,0.7755102040816326,0.7346938775510204,0.4897959183673469,2
Wes Matthews,1986,PG,26,6,0.587,20.2,1,0.125,0.575,0.525,1.225
Willie White,1986,SG,23,2,0.486,22.8,0.2,0.8409090909090909,0.6818181818181818,0.5681818181818182,2.090909090909091
World B. Free,1986,SG,32,11,0.533,29.3,2.8,0.4090909090909091,1,0.045454545454545456,1.4545454545454546
Xavier McDaniel,1986,SF,22,1,0.525,24.5,1.2,0.5,0.75,0.3333333333333333,1.5833333333333333
A.C. Green,1987,PF,23,2,0.599,14.7,1.7,0.09803921568627451,0.19607843137254902,0.1568627450980392,0.45098039215686275
Adrian Dantley,1987,SF,31,11,0.614,23.7,2.9,0.023255813953488372,0.7441860465116279,0.13953488372093023,0.9069767441860466
Al Wood,1987,SG,28,6,0.482,25.1,-0.2,0.7346938775510204,0.7346938775510204,0.7346938775510204,2.2040816326530615
Albert King,1987,SF,27,6,0.472,22.5,-0.4,0.8837209302325582,0.627906976744186,0.9534883720930233,2.4651162790697674
Alex English,1987,SF,33,11,0.549,29.2,3.1,0.4186046511627907,0.9534883720930233,0.11627906976744186,1.4883720930232558
Allen Leavell,1987,PG,29,8,0.502,16.5,0.4,0.7073170731707317,0.2926829268292683,0.5853658536585366,1.5853658536585367
Alton Lister,1987,C,28,6,0.542,16.7,0.6,0.43478260869565216,0.4782608695652174,0.41304347826086957,1.3260869565217392
Alvan Adams,1987,C,32,12,0.546,20,0.8,0.3695652173913043,0.782608695652174,0.34782608695652173,1.5
Alvin Robertson,1987,SG,24,3,0.51,24.5,3.4,0.4489795918367347,0.6938775510204082,0.04081632653061224,1.183673469387755
Andrew Toney,1987,SG,29,7,0.538,24.7,0,0.24489795918367346,0.7142857142857143,0.6326530612244898,1.5918367346938775
Antoine Carr,1987,PF,25,3,0.551,20.7,0.4,0.35294117647058826,0.7058823529411765,0.47058823529411764,1.5294117647058822
Artis Gilmore,1987,C,37,16,0.634,15.3,0.6,0.021739130434782608,0.3695652173913043,0.41304347826086957,0.8043478260869565
Ben Coleman,1987,C,25,1,0.617,18,0,0.043478260869565216,0.5869565217391305,0.5217391304347826,1.1521739130434783
Ben McDonald,1987,PF,24,2,0.469,13.2,-0.8,0.9803921568627451,0.13725490196078433,0.9803921568627451,2.0980392156862746
Benoit Benjamin,1987,C,22,2,0.5,18.1,-0.1,0.6739130434782609,0.6086956521739131,0.5652173913043478,1.8478260869565215
Bill Cartwright,1987,C,29,7,0.617,20,1.4,0.043478260869565216,0.782608695652174,0.21739130434782608,1.0434782608695652
Bill Hanzlik,1987,PF,29,7,0.516,20.4,0.6,0.6470588235294118,0.6470588235294118,0.37254901960784315,1.6666666666666667
Bill Laimbeer,1987,C,29,7,0.559,17.7,3,0.2826086956521739,0.5652173913043478,0.021739130434782608,0.8695652173913043
Bill Wennington,1987,C,23,2,0.496,14.3,-0.4,0.6956521739130435,0.2608695652173913,0.8260869565217391,1.7826086956521738
Billy Thompson,1987,SF,23,1,0.565,18.9,-0.1,0.20930232558139536,0.3488372093023256,0.7441860465116279,1.302325581395349
Blair Rasmussen,1987,C,24,2,0.525,20.3,-0.4,0.5434782608695652,0.8260869565217391,0.8260869565217391,2.1956521739130435
Bob Hansen,1987,SG,26,4,0.512,20.6,0,0.42857142857142855,0.3877551020408163,0.6326530612244898,1.4489795918367347
Brad Daugherty,1987,C,21,1,0.579,19.8,1.9,0.2391304347826087,0.7391304347826086,0.17391304347826086,1.152173913043478
Brad Davis,1987,PG,31,10,0.564,16.1,1,0.17073170731707318,0.21951219512195122,0.4146341463414634,0.8048780487804879
Brad Sellers,1987,PF,24,1,0.498,18.5,0.1,0.8431372549019608,0.47058823529411764,0.5686274509803921,1.8823529411764706
Buck Johnson,1987,SF,23,1,0.503,20.7,-0.1,0.7209302325581395,0.5116279069767442,0.7441860465116279,1.9767441860465116
Buck Williams,1987,PF,26,6,0.616,20,1.9,0.0392156862745098,0.5882352941176471,0.13725490196078433,0.7647058823529411
Byron Scott,1987,SG,25,4,0.561,20.6,2.1,0.14285714285714285,0.3877551020408163,0.16326530612244897,0.693877551020408
Caldwell Jones,1987,PF,36,14,0.573,9.1,0,0.19607843137254902,0.0196078431372549,0.6470588235294118,0.8627450980392157
Carey Scurry,1987,SF,24,2,0.562,19.1,1.1,0.2558139534883721,0.4186046511627907,0.3953488372093023,1.0697674418604652
Charles Barkley,1987,PF,23,3,0.66,23.1,6,0,0.8235294117647058,0,0.8235294117647058
Charles Jones,1987,PF,29,4,0.503,9,1,0.7647058823529411,0,0.3333333333333333,1.0980392156862744
Charles Oakley,1987,PF,23,2,0.493,21.3,0,0.8627450980392157,0.7450980392156863,0.6470588235294118,2.2549019607843137
Chris McNealy,1987,PF,25,2,0.532,11.9,-0.3,0.5098039215686274,0.0784313725490196,0.7647058823529411,1.352941176470588
Chris Mullin,1987,SG,23,2,0.58,20.8,1.6,0.04081632653061224,0.42857142857142855,0.24489795918367346,0.7142857142857142
Chuck Nevitt,1987,C,27,4,0.517,14.3,-0.1,0.5869565217391305,0.2608695652173913,0.5652173913043478,1.4130434782608696
Chuck Person,1987,SF,22,1,0.518,24,1.7,0.6744186046511628,0.7674418604651163,0.3023255813953488,1.744186046511628
Clemon Johnson,1987,C,30,9,0.543,9.8,-0.1,0.41304347826086957,0.06521739130434782,0.5652173913043478,1.0434782608695652
Cliff Levingston,1987,PF,26,5,0.557,14.7,1.1,0.3137254901960784,0.19607843137254902,0.29411764705882354,0.803921568627451
Cliff Robinson,1987,PF,26,8,0.503,24.7,0.2,0.7647058823529411,0.9215686274509803,0.5294117647058824,2.2156862745098036
Clint Richardson,1987,SG,30,8,0.501,17.5,0.5,0.5918367346938775,0.14285714285714285,0.42857142857142855,1.163265306122449
Clinton Smith,1987,SG,23,1,0.478,18.8,0,0.7551020408163265,0.2653061224489796,0.6326530612244898,1.653061224489796
Clyde Drexler,1987,SG,24,4,0.552,23.6,5.4,0.1836734693877551,0.5918367346938775,0.02040816326530612,0.7959183673469388
Craig Ehlo,1987,SG,25,4,0.483,15.5,0.4,0.7142857142857143,0.061224489795918366,0.46938775510204084,1.2448979591836735
Craig Hodges,1987,PG,26,5,0.567,16.6,0.9,0.14634146341463414,0.34146341463414637,0.4634146341463415,0.9512195121951219
Dale Ellis,1987,SG,26,4,0.588,25.3,3.4,0.02040816326530612,0.7959183673469388,0.04081632653061224,0.8571428571428572
Danny Ainge,1987,SG,27,6,0.574,18,2,0.061224489795918366,0.1836734693877551,0.20408163265306123,0.4489795918367347
Danny Schayes,1987,C,27,6,0.607,15.5,-0.1,0.08695652173913043,0.41304347826086957,0.5652173913043478,1.0652173913043477
Danny Vranes,1987,SF,28,6,0.444,9.5,-0.1,1,0,0.7441860465116279,1.744186046511628
Danny Young,1987,PG,24,3,0.551,10.7,1.2,0.2682926829268293,0.024390243902439025,0.36585365853658536,0.6585365853658537
Darnell Valentine,1987,PG,27,6,0.478,21,0.5,0.975609756097561,0.8048780487804879,0.5365853658536586,2.3170731707317076
Darrell Griffith,1987,SG,28,6,0.505,27.2,1,0.4897959183673469,0.8979591836734694,0.32653061224489793,1.7142857142857142
