player,season,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Luke Walton,2009,SF,28,6,0.491,15.1,0.3,0.8,0.23636363636363636,0.6,1.6363636363636362
Luol Deng,2009,SF,23,5,0.511,20,0.7,0.7090909090909091,0.6363636363636364,0.4909090909090909,1.8363636363636364
Malik Allen,2009,PF,30,8,0.435,15.4,-0.4,1,0.29411764705882354,0.8431372549019608,2.1372549019607843
Manu Ginóbili,2009,SG,31,7,0.594,27.2,2.4,0.05172413793103448,0.9137931034482759,0.13793103448275862,1.103448275862069
Marc Gasol,2009,C,24,1,0.59,18.3,1.2,0.26666666666666666,0.5833333333333334,0.31666666666666665,1.1666666666666667
Marcin Gortat,2009,PF,24,2,0.578,13.5,0.6,0.23529411764705882,0.11764705882352941,0.5098039215686274,0.8627450980392156
Marco Belinelli,2009,SG,22,2,0.547,19.3,-0.1,0.4482758620689655,0.5344827586206896,0.7931034482758621,1.7758620689655173
Marcus Camby,2009,C,34,13,0.556,15.8,2,0.55,0.4166666666666667,0.16666666666666666,1.1333333333333335
Mario Chalmers,2009,PG,22,1,0.548,16.3,1,0.3269230769230769,0.15384615384615385,0.4230769230769231,0.9038461538461539
Mario West,2009,SG,24,2,0.456,10.5,0.1,0.9655172413793104,0.017241379310344827,0.7068965517241379,1.6896551724137931
Marko Jarić,2009,SG,30,7,0.417,16.4,-0.4,1,0.20689655172413793,0.9137931034482759,2.1206896551724137
Marquis Daniels,2009,SF,28,6,0.491,21.5,0,0.8,0.7454545454545455,0.7090909090909091,2.2545454545454544
Marreese Speights,2009,C,21,1,0.543,21.9,0.2,0.6166666666666667,0.85,0.5166666666666667,1.9833333333333334
Marvin Williams,2009,SF,22,4,0.569,18.2,1.5,0.18181818181818182,0.4909090909090909,0.2545454545454545,0.9272727272727272
Matt Barnes,2009,PF,28,6,0.537,18.3,0.8,0.5294117647058824,0.47058823529411764,0.43137254901960786,1.4313725490196079
Matt Bonner,2009,PF,28,5,0.611,14.6,2,0.0784313725490196,0.19607843137254902,0.17647058823529413,0.4509803921568628
Matt Harpring,2009,SG,32,11,0.508,19.5,-0.2,0.8275862068965517,0.5689655172413793,0.8448275862068966,2.2413793103448274
Maurice Evans,2009,SF,30,6,0.558,14.2,0.6,0.2545454545454545,0.18181818181818182,0.5636363636363636,1
Mehmet Okur,2009,C,29,7,0.592,21.7,2,0.23333333333333334,0.8333333333333334,0.16666666666666666,1.2333333333333334
Metta World Peace,2009,SF,29,10,0.512,24.5,2.4,0.6727272727272727,0.8363636363636363,0.12727272727272726,1.6363636363636362
Michael Beasley,2009,PF,20,1,0.528,27.7,0.1,0.7058823529411765,0.9607843137254902,0.6862745098039216,2.3529411764705883
Michael Finley,2009,SF,35,14,0.547,16.1,1,0.34545454545454546,0.3090909090909091,0.32727272727272727,0.9818181818181818
Mickaël Piétrus,2009,SG,26,6,0.538,18.4,0.8,0.5689655172413793,0.3793103448275862,0.3793103448275862,1.3275862068965516
Mike Bibby,2009,PG,30,11,0.544,20.6,2.8,0.40384615384615385,0.5769230769230769,0.15384615384615385,1.1346153846153846
Mike Conley,2009,PG,21,2,0.548,17.9,1.1,0.3269230769230769,0.34615384615384615,0.40384615384615385,1.076923076923077
Mike Miller,2009,SF,28,9,0.588,14.5,1.8,0.03636363636363636,0.21818181818181817,0.2,0.45454545454545453
Mike Taylor,2009,PG,23,1,0.477,22.2,-0.6,0.8846153846153846,0.7115384615384616,0.9230769230769231,2.519230769230769
Mo Williams,2009,PG,26,6,0.588,23.4,3.1,0.09615384615384616,0.8269230769230769,0.11538461538461539,1.0384615384615383
Morris Peterson,2009,SG,31,9,0.499,19.3,0,0.8620689655172413,0.5344827586206896,0.7241379310344828,2.1206896551724137
Nate Robinson,2009,PG,24,4,0.549,25.6,2.4,0.3076923076923077,0.9038461538461539,0.21153846153846154,1.4230769230769231
Nenad Krstić,2009,C,25,5,0.504,18.9,-0.2,0.95,0.65,0.7833333333333333,2.3833333333333333
Nenê,2009,C,26,7,0.645,18.1,2.6,0.05,0.5666666666666667,0.08333333333333333,0.7000000000000001
Nick Collison,2009,C,28,5,0.599,13.5,0.4,0.15,0.26666666666666666,0.45,0.8666666666666667
Nick Young,2009,SG,23,2,0.53,23.1,-0.6,0.6724137931034483,0.7068965517241379,0.9655172413793104,2.344827586206897
Nicolas Batum,2009,SF,20,1,0.555,14,1.2,0.2727272727272727,0.16363636363636364,0.2909090909090909,0.7272727272727273
O.J. Mayo,2009,SG,21,1,0.539,24.5,0.6,0.5517241379310345,0.7931034482758621,0.5,1.8448275862068966
Pau Gasol,2009,C,28,8,0.617,20.4,5,0.1,0.7666666666666667,0,0.8666666666666667
Paul Millsap,2009,PF,23,3,0.576,20,1.8,0.2549019607843137,0.6078431372549019,0.21568627450980393,1.0784313725490196
Paul Pierce,2009,SF,31,11,0.582,25.4,3.9,0.10909090909090909,0.8909090909090909,0.05454545454545454,1.0545454545454545
Peja Stojaković,2009,SF,31,11,0.531,18.8,0.7,0.5454545454545454,0.5636363636363636,0.4909090909090909,1.5999999999999999
Quentin Richardson,2009,SG,28,9,0.51,18.2,0.4,0.8103448275862069,0.3448275862068966,0.5689655172413793,1.7241379310344827
Quinton Ross,2009,SF,27,5,0.478,12.6,-0.5,0.9090909090909091,0.10909090909090909,0.9090909090909091,1.9272727272727272
Rajon Rondo,2009,PG,22,3,0.543,19.2,4,0.4230769230769231,0.46153846153846156,0.019230769230769232,0.9038461538461539
Ramon Sessions,2009,PG,22,2,0.525,22.4,1.9,0.4807692307692308,0.7307692307692307,0.2692307692307692,1.4807692307692306
Randy Foye,2009,SG,25,3,0.517,22.6,0.8,0.7586206896551724,0.6724137931034483,0.3793103448275862,1.8103448275862069
Rashard Lewis,2009,PF,29,11,0.58,22,4.1,0.21568627450980393,0.7450980392156863,0.0196078431372549,0.9803921568627452
Rasheed Wallace,2009,C,34,14,0.52,18.5,2.1,0.8333333333333334,0.6,0.1,1.5333333333333334
Rasho Nesterović,2009,C,32,11,0.524,18.5,0.3,0.7666666666666667,0.6,0.48333333333333334,1.85
Rasual Butler,2009,SF,29,7,0.541,16.8,1,0.4,0.38181818181818183,0.32727272727272727,1.1090909090909091
Ray Allen,2009,SG,33,13,0.624,20.8,4.3,0,0.6206896551724138,0.05172413793103448,0.6724137931034483
Raymond Felton,2009,PG,24,4,0.483,21.9,1.4,0.8269230769230769,0.6923076923076923,0.3076923076923077,1.8269230769230769
Reggie Evans,2009,PF,28,7,0.514,13,-0.6,0.8235294117647058,0.09803921568627451,0.9411764705882353,1.8627450980392157
Renaldo Balkman,2009,PF,24,3,0.585,14.9,0.7,0.17647058823529413,0.23529411764705882,0.45098039215686275,0.8627450980392157
Richard Hamilton,2009,SG,30,10,0.529,27,1.2,0.6896551724137931,0.896551724137931,0.29310344827586204,1.8793103448275863
Richard Jefferson,2009,SF,28,8,0.554,24.6,1.6,0.2909090909090909,0.8545454545454545,0.23636363636363636,1.3818181818181818
Robin Lopez,2009,C,20,1,0.566,14,-0.2,0.48333333333333334,0.3333333333333333,0.7833333333333333,1.6
Rodney Carney,2009,SG,24,3,0.532,18.6,0.3,0.6206896551724138,0.4482758620689655,0.603448275862069,1.6724137931034484
Rodney Stuckey,2009,PG,22,2,0.508,23,0.9,0.6153846153846154,0.7884615384615384,0.46153846153846156,1.8653846153846154
Roger Mason,2009,SG,28,5,0.554,18.9,0.7,0.3448275862068966,0.5,0.4482758620689655,1.293103448275862
Roko Ukić,2009,PG,24,1,0.43,21.3,-0.6,0.9807692307692307,0.6538461538461539,0.9230769230769231,2.5576923076923075
Ronald Murray,2009,SG,29,7,0.543,24.3,0.8,0.5,0.7758620689655172,0.3793103448275862,1.6551724137931036
Ronnie Brewer,2009,SF,23,3,0.565,18.8,2.3,0.2,0.5636363636363636,0.16363636363636364,0.9272727272727272
Ronnie Price,2009,PG,25,4,0.465,17.2,-0.3,0.9230769230769231,0.3076923076923077,0.8269230769230769,2.0576923076923075
Ronny Turiaf,2009,C,26,4,0.559,12.4,1.4,0.5333333333333333,0.16666666666666666,0.2833333333333333,0.9833333333333333
Roy Hibbert,2009,C,22,1,0.51,23.3,-0.3,0.8666666666666667,0.8833333333333333,0.9,2.65
Royal Ivey,2009,SG,27,5,0.465,13.2,0,0.9310344827586207,0.06896551724137931,0.7241379310344828,1.7241379310344827
Rudy Fernández,2009,SG,23,1,0.588,18.4,2.5,0.08620689655172414,0.3793103448275862,0.1206896551724138,0.5862068965517241
Rudy Gay,2009,SF,22,3,0.528,25.6,0.7,0.5818181818181818,0.9090909090909091,0.4909090909090909,1.9818181818181817
Russell Westbrook,2009,PG,20,1,0.489,25.8,0.7,0.7692307692307693,0.9230769230769231,0.4807692307692308,2.1730769230769234
Ryan Anderson,2009,PF,20,1,0.532,18.6,0.3,0.5882352941176471,0.49019607843137253,0.6470588235294118,1.7254901960784315
Ryan Gomes,2009,SF,26,4,0.518,20.4,0.2,0.6,0.6727272727272727,0.6181818181818182,1.8909090909090909
Samuel Dalembert,2009,C,27,7,0.535,13.6,0,0.7,0.2833333333333333,0.6166666666666667,1.6
Sasha Pavlović,2009,SF,25,6,0.51,15.5,0,0.7272727272727273,0.2727272727272727,0.7090909090909091,1.709090909090909
Sasha Vujačić,2009,SG,24,5,0.531,16,0.9,0.6379310344827587,0.15517241379310345,0.3448275862068966,1.1379310344827587
Sean Marks,2009,C,33,9,0.521,12.6,-0.6,0.8,0.2,0.9833333333333333,1.9833333333333334
Sebastian Telfair,2009,PG,23,5,0.481,19.6,-0.7,0.8461538461538461,0.5,0.9807692307692307,2.326923076923077
Sergio Rodríguez,2009,PG,22,3,0.491,18.5,0.2,0.7115384615384616,0.4230769230769231,0.6923076923076923,1.8269230769230769
Shane Battier,2009,SG,30,8,0.568,9.9,2,0.2413793103448276,0,0.1896551724137931,0.43103448275862066
Shaquille O'Neal,2009,C,36,17,0.623,24.2,2.1,0.06666666666666667,0.9166666666666666,0.1,1.0833333333333333
Solomon Jones,2009,C,24,3,0.655,11.8,-0.1,0.016666666666666666,0.11666666666666667,0.7166666666666667,0.85
Spencer Hawes,2009,C,20,2,0.509,20.2,-0.6,0.8833333333333333,0.7333333333333333,0.9833333333333333,2.6
Stephen Graham,2009,SG,26,4,0.498,20.9,-0.7,0.8793103448275862,0.6379310344827587,1,2.5172413793103448
Stephen Jackson,2009,SF,30,9,0.53,25.2,1,0.5636363636363636,0.8727272727272727,0.32727272727272727,1.7636363636363637
Steve Blake,2009,PG,28,6,0.557,17,1.9,0.23076923076923078,0.2692307692307692,0.2692307692307692,0.7692307692307692
Steve Nash,2009,PG,34,13,0.615,21.1,2.8,0,0.6346153846153846,0.15384615384615385,0.7884615384615384
Steve Novak,2009,PF,25,3,0.606,16.8,0.5,0.11764705882352941,0.37254901960784315,0.5882352941176471,1.0784313725490198
T.J. Ford,2009,PG,25,5,0.533,23.5,1.3,0.46153846153846156,0.8461538461538461,0.34615384615384615,1.6538461538461537
Tarence Kinsey,2009,SG,24,3,0.595,18.3,-0.1,0.034482758620689655,0.3620689655172414,0.7931034482758621,1.1896551724137931
Tayshaun Prince,2009,SF,28,7,0.516,19.2,2.5,0.6181818181818182,0.6,0.10909090909090909,1.3272727272727274
Thaddeus Young,2009,PF,20,2,0.549,20.5,1.2,0.4117647058823529,0.6666666666666666,0.3137254901960784,1.392156862745098
Theo Ratliff,2009,C,35,14,0.56,7.4,0.2,0.5166666666666667,0,0.5166666666666667,1.0333333333333334
Tim Duncan,2009,C,32,12,0.549,28.5,4.7,0.5666666666666667,0.9833333333333333,0.016666666666666666,1.5666666666666664
Tony Allen,2009,SG,27,5,0.541,21.5,0.5,0.5172413793103449,0.6551724137931034,0.5344827586206896,1.706896551724138
Tony Battie,2009,PF,32,11,0.518,15.6,0.1,0.7647058823529411,0.3137254901960784,0.6862745098039216,1.7647058823529411
Tony Parker,2009,PG,26,8,0.556,31.7,3.5,0.25,1,0.07692307692307693,1.3269230769230769
Travis Diener,2009,PG,26,4,0.555,12.5,0.5,0.2692307692307692,0.019230769230769232,0.5769230769230769,0.8653846153846153
Travis Outlaw,2009,SF,24,6,0.541,22,1.2,0.4,0.7636363636363637,0.2909090909090909,1.4545454545454546
Trenton Hassell,2009,SF,29,8,0.48,9.9,-0.4,0.8727272727272727,0.01818181818181818,0.8727272727272727,1.7636363636363637
Trevor Ariza,2009,SF,23,5,0.544,16.6,2.3,0.36363636363636365,0.34545454545454546,0.16363636363636364,0.8727272727272728
Troy Murphy,2009,PF,28,8,0.614,16.9,3.3,0.058823529411764705,0.39215686274509803,0.058823529411764705,0.5098039215686274
Tyrus Thomas,2009,PF,22,3,0.525,19.4,1.1,0.7254901960784313,0.5490196078431373,0.39215686274509803,1.6666666666666665
Tyson Chandler,2009,C,26,8,0.581,13.7,-0.2,0.35,0.3,0.7833333333333333,1.4333333333333331
Udonis Haslem,2009,PF,28,6,0.553,14.7,-0.2,0.39215686274509803,0.21568627450980393,0.8235294117647058,1.4313725490196079
Vince Carter,2009,SG,32,11,0.545,26.8,3.3,0.4827586206896552,0.8793103448275862,0.06896551724137931,1.4310344827586206
Von Wafer,2009,SG,23,4,0.541,23.6,0.7,0.5172413793103449,0.7241379310344828,0.4482758620689655,1.6896551724137931
Wally Szczerbiak,2009,SF,31,10,0.581,15.4,0.8,0.12727272727272726,0.2545454545454545,0.41818181818181815,0.7999999999999999
Walter Herrmann,2009,SF,29,3,0.514,17.8,0.1,0.6545454545454545,0.43636363636363634,0.6727272727272727,1.7636363636363637
Will Bynum,2009,PG,26,2,0.52,27.9,0.4,0.5576923076923077,0.9615384615384616,0.5961538461538461,2.1153846153846154
Willie Green,2009,SG,27,6,0.493,18.9,0,0.896551724137931,0.5,0.7241379310344828,2.1206896551724137
Wilson Chandler,2009,SF,21,2,0.515,20.5,0.7,0.6363636363636364,0.6909090909090909,0.4909090909090909,1.8181818181818181
Yakhouba Diawara,2009,SF,26,3,0.473,13.3,-0.5,0.9272727272727272,0.14545454545454545,0.9090909090909091,1.981818181818182
Yao Ming,2009,C,28,7,0.618,26.2,3.3,0.08333333333333333,0.95,0.06666666666666667,1.0999999999999999
Yi Jianlian,2009,PF,21,2,0.474,20.5,-0.7,0.9019607843137255,0.6666666666666666,0.9607843137254902,2.5294117647058822
Zaza Pachulia,2009,C,24,6,0.571,16.3,-0.2,0.4,0.43333333333333335,0.7833333333333333,1.6166666666666667
Zydrunas Ilgauskas,2009,C,33,11,0.523,23.8,0.8,0.7833333333333333,0.9,0.4,2.0833333333333335
A.J. Price,2010,PG,23,1,0.53,22.7,0.3,0.4915254237288136,0.711864406779661,0.6271186440677966,1.8305084745762712
Aaron Brooks,2010,PG,25,3,0.549,25.7,1.9,0.3389830508474576,0.9152542372881356,0.22033898305084745,1.4745762711864407
Al Harrington,2010,PF,29,12,0.546,26.8,0.6,0.48148148148148145,0.9629629629629629,0.5,1.9444444444444444
Al Horford,2010,C,23,3,0.594,17.6,3.1,0.22807017543859648,0.5263157894736842,0.10526315789473684,0.8596491228070174
Al Jefferson,2010,C,25,6,0.524,24.3,1.5,0.7719298245614035,0.9122807017543859,0.24561403508771928,1.9298245614035086
Amar'e Stoudemire,2010,PF,27,8,0.615,27.3,2.2,0.037037037037037035,0.9814814814814815,0.16666666666666666,1.1851851851851853
Amir Johnson,2010,PF,22,5,0.639,14.5,0.5,0,0.12962962962962962,0.5370370370370371,0.6666666666666667
Anderson Varejão,2010,PF,27,6,0.598,13.1,1.8,0.12962962962962962,0.09259259259259259,0.2222222222222222,0.4444444444444444
Andray Blatche,2010,PF,23,5,0.519,25.8,1.5,0.7407407407407407,0.9074074074074074,0.2777777777777778,1.925925925925926
Andre Iguodala,2010,SF,26,6,0.535,21.8,3.5,0.43859649122807015,0.8421052631578947,0.05263157894736842,1.3333333333333333
Andre Miller,2010,PG,33,11,0.53,23.8,2.4,0.4915254237288136,0.7627118644067796,0.11864406779661017,1.3728813559322033
Andrea Bargnani,2010,PF,24,4,0.552,22.3,0.9,0.4074074074074074,0.7407407407407407,0.42592592592592593,1.574074074074074
Andrei Kirilenko,2010,SF,28,9,0.588,17.7,3,0.07017543859649122,0.43859649122807015,0.07017543859649122,0.5789473684210527
Andrés Nocioni,2010,SF,30,6,0.504,20.9,-0.1,0.8771929824561403,0.8070175438596491,0.7543859649122807,2.43859649122807
Andrew Bogut,2010,C,25,5,0.54,23.3,2.8,0.5614035087719298,0.8421052631578947,0.14035087719298245,1.543859649122807
Andrew Bynum,2010,C,22,5,0.608,20.8,1.8,0.15789473684210525,0.7192982456140351,0.21052631578947367,1.087719298245614
Anthony Carter,2010,PG,34,11,0.482,12.6,0.3,0.8983050847457628,0,0.6271186440677966,1.5254237288135593
Anthony Morrow,2010,SG,24,2,0.597,17.8,0.8,0.07142857142857142,0.375,0.42857142857142855,0.875
Anthony Parker,2010,SG,34,7,0.576,12,1,0.125,0.03571428571428571,0.35714285714285715,0.5178571428571428
Antoine Wright,2010,SF,25,5,0.502,16.1,-0.4,0.8947368421052632,0.2807017543859649,0.8596491228070176,2.0350877192982457
Antonio McDyess,2010,PF,35,14,0.492,15.1,0.4,0.8518518518518519,0.16666666666666666,0.5740740740740741,1.5925925925925926
Arron Afflalo,2010,SG,24,3,0.576,14,0.9,0.125,0.05357142857142857,0.39285714285714285,0.5714285714285714
Austin Daye,2010,SF,21,1,0.546,18.5,0.1,0.3157894736842105,0.5789473684210527,0.631578947368421,1.526315789473684
Baron Davis,2010,PG,30,11,0.501,24.3,2.2,0.7966101694915254,0.8135593220338984,0.1864406779661017,1.7966101694915255
Ben Gordon,2010,SG,26,6,0.534,24.5,0.2,0.5178571428571429,0.7678571428571429,0.6071428571428571,1.8928571428571428
Ben Wallace,2010,C,35,14,0.526,10,1.9,0.7543859649122807,0.03508771929824561,0.19298245614035087,0.9824561403508771
Beno Udrih,2010,PG,27,6,0.566,18.6,1.5,0.2711864406779661,0.3220338983050847,0.3050847457627119,0.8983050847457628
Boris Diaw,2010,PF,27,7,0.552,16.2,2,0.4074074074074074,0.24074074074074073,0.2037037037037037,0.8518518518518519
Brad Miller,2010,C,33,12,0.53,18.1,0.6,0.7017543859649122,0.5614035087719298,0.3508771929824561,1.6140350877192982
Brandon Bass,2010,PF,24,5,0.556,20.9,0.2,0.3888888888888889,0.6111111111111112,0.6666666666666666,1.6666666666666665
Brandon Jennings,2010,PG,20,1,0.475,26.1,1.8,0.9491525423728814,0.9661016949152542,0.23728813559322035,2.152542372881356
Brandon Roy,2010,SG,25,4,0.568,26.7,4.1,0.21428571428571427,0.9107142857142857,0.05357142857142857,1.1785714285714286
Brandon Rush,2010,SG,24,2,0.522,14.8,0.4,0.6785714285714286,0.125,0.5357142857142857,1.3392857142857144
Brian Scalabrine,2010,PF,31,9,0.445,10.4,-0.3,0.9444444444444444,0,0.8703703703703703,1.8148148148148149
Brook Lopez,2010,C,21,2,0.57,23.6,2.5,0.3684210526315789,0.8596491228070176,0.17543859649122806,1.4035087719298245
C.J. Miles,2010,SF,22,5,0.515,20.5,0,0.7894736842105263,0.7719298245614035,0.7192982456140351,2.280701754385965
C.J. Watson,2010,PG,25,3,0.555,16,0.7,0.3050847457627119,0.15254237288135594,0.4915254237288136,0.9491525423728814
Carlos Arroyo,2010,PG,30,8,0.529,13.9,0.2,0.5254237288135594,0.03389830508474576,0.7288135593220338,1.288135593220339
Carlos Boozer,2010,PF,28,8,0.599,24.8,3.7,0.09259259259259259,0.8888888888888888,0.037037037037037035,1.0185185185185184
Carlos Delfino,2010,SF,27,5,0.526,18,2,0.631578947368421,0.45614035087719296,0.15789473684210525,1.2456140350877192
Carmelo Anthony,2010,SF,25,7,0.548,33.4,2.9,0.2982456140350877,0.9824561403508771,0.10526315789473684,1.3859649122807016
Channing Frye,2010,C,26,5,0.598,16.7,2.6,0.21052631578947367,0.42105263157894735,0.15789473684210525,0.7894736842105263
Charlie Bell,2010,SG,30,6,0.486,14.8,-0.2,0.9285714285714286,0.125,0.8928571428571429,1.9464285714285716
Charlie Villanueva,2010,PF,25,5,0.526,23.9,0.9,0.6666666666666666,0.8148148148148148,0.42592592592592593,1.9074074074074074
Chase Budinger,2010,SF,21,1,0.545,19.4,0.9,0.3333333333333333,0.6842105263157895,0.43859649122807015,1.456140350877193
Chauncey Billups,2010,PG,33,13,0.601,24.3,3.6,0.05084745762711865,0.8135593220338984,0.06779661016949153,0.9322033898305085
Chris Andersen,2010,PF,31,8,0.631,10.8,1.6,0.018518518518518517,0.037037037037037035,0.25925925925925924,0.31481481481481477
Chris Bosh,2010,C,25,7,0.592,28.7,3.6,0.2631578947368421,1,0.05263157894736842,1.3157894736842104
Chris Douglas-Roberts,2010,SF,23,2,0.512,19.6,-0.5,0.8421052631578947,0.7192982456140351,0.9298245614035088,2.4912280701754383
Chris Duhon,2010,PG,27,6,0.501,13.1,-0.3,0.7966101694915254,0.01694915254237288,0.9152542372881356,1.7288135593220337
Chris Hunter,2010,C,25,1,0.546,15.2,-0.4,0.5263157894736842,0.2631578947368421,0.8596491228070176,1.6491228070175439
Chris Kaman,2010,C,27,7,0.527,27.1,-0.3,0.7192982456140351,0.9824561403508771,0.7894736842105263,2.4912280701754383
Chris Paul,2010,PG,24,5,0.584,22.2,3.5,0.1016949152542373,0.6779661016949152,0.0847457627118644,0.8644067796610169
Chuck Hayes,2010,C,26,5,0.5,10.8,0.8,0.8771929824561403,0.07017543859649122,0.3157894736842105,1.263157894736842
Corey Brewer,2010,SG,23,3,0.502,21.5,-0.1,0.875,0.6964285714285714,0.8392857142857143,2.4107142857142856
Corey Maggette,2010,PF,30,11,0.615,26.7,1.2,0.037037037037037035,0.9444444444444444,0.35185185185185186,1.3333333333333333
Courtney Lee,2010,SG,24,2,0.525,17.7,0.4,0.6607142857142857,0.3392857142857143,0.5357142857142857,1.5357142857142856
Craig Smith,2010,PF,26,4,0.599,21.2,0.4,0.09259259259259259,0.6296296296296297,0.5740740740740741,1.2962962962962963
D.J. Augustin,2010,PG,22,2,0.516,17.9,0.3,0.6779661016949152,0.2033898305084746,0.6271186440677966,1.5084745762711864
D.J. Mbenga,2010,C,29,6,0.471,16,-0.2,0.9824561403508771,0.3333333333333333,0.7368421052631579,2.052631578947368
Daequan Cook,2010,SG,22,3,0.422,19.6,-0.2,0.9821428571428571,0.5178571428571429,0.8928571428571429,2.392857142857143
Dahntay Jones,2010,SF,29,7,0.527,20.1,-0.8,0.5964912280701754,0.7368421052631579,0.9649122807017544,2.2982456140350878
DaJuan Summers,2010,SF,22,1,0.457,18.5,-0.3,0.9649122807017544,0.5789473684210527,0.8421052631578947,2.3859649122807016
Damien Wilkins,2010,SF,30,6,0.515,14.1,0.3,0.7894736842105263,0.10526315789473684,0.5614035087719298,1.456140350877193
Daniel Gibson,2010,PG,23,4,0.613,14.2,0.5,0.03389830508474576,0.06779661016949153,0.5932203389830508,0.6949152542372881
Danilo Gallinari,2010,SF,21,2,0.575,19.3,1.7,0.12280701754385964,0.6666666666666666,0.21052631578947367,1
Danny Granger,2010,SF,26,5,0.564,28.7,2.9,0.19298245614035087,0.9473684210526315,0.10526315789473684,1.2456140350877192
Dante Cunningham,2010,PF,22,1,0.517,16.8,0,0.7777777777777778,0.2962962962962963,0.7777777777777778,1.8518518518518516
Darius Songaila,2010,C,31,7,0.522,19.5,-0.6,0.8070175438596491,0.631578947368421,0.9298245614035088,2.3684210526315788
Darren Collison,2010,PG,22,1,0.546,23.1,0.6,0.3559322033898305,0.7457627118644068,0.5254237288135594,1.6271186440677967
David Andersen,2010,C,29,1,0.497,20.2,-0.1,0.9122807017543859,0.6842105263157895,0.6842105263157895,2.280701754385965
David Lee,2010,C,26,5,0.584,23.8,3.5,0.2807017543859649,0.8771929824561403,0.08771929824561403,1.2456140350877194
David West,2010,PF,29,7,0.56,24,2.1,0.37037037037037035,0.8333333333333334,0.18518518518518517,1.3888888888888888
DeAndre Jordan,2010,C,21,2,0.571,14.7,-0.5,0.3508771929824561,0.21052631578947367,0.9122807017543859,1.4736842105263157
DeJuan Blair,2010,PF,20,1,0.564,20.8,0.5,0.2962962962962963,0.5740740740740741,0.5370370370370371,1.4074074074074074
Delonte West,2010,SG,26,6,0.53,18.3,1,0.5892857142857143,0.42857142857142855,0.35714285714285715,1.375
DeMar DeRozan,2010,SG,20,1,0.554,18.1,-0.3,0.26785714285714285,0.39285714285714285,0.9285714285714286,1.5892857142857144
DeMarre Carroll,2010,SF,23,1,0.426,14.8,-0.4,0.9824561403508771,0.14035087719298245,0.8596491228070176,1.9824561403508771
Derek Fisher,2010,PG,35,14,0.499,14,0.2,0.8305084745762712,0.05084745762711865,0.7288135593220338,1.6101694915254237
Deron Williams,2010,PG,25,5,0.574,23.8,4.1,0.1694915254237288,0.7627118644067796,0.05084745762711865,0.983050847457627
Derrick Brown,2010,SF,22,1,0.52,17.2,0.2,0.7368421052631579,0.40350877192982454,0.5964912280701754,1.736842105263158
Derrick Rose,2010,PG,21,2,0.532,27.2,2.7,0.4745762711864407,1,0.1016949152542373,1.576271186440678
Devean George,2010,SF,32,11,0.56,13,0.2,0.22807017543859648,0.07017543859649122,0.5964912280701754,0.894736842105263
Devin Harris,2010,PG,26,6,0.512,25.5,0.7,0.7457627118644068,0.8983050847457628,0.4915254237288136,2.135593220338983
Dirk Nowitzki,2010,PF,31,12,0.578,28.8,4.7,0.2037037037037037,1,0.018518518518518517,1.2222222222222223
Donté Greene,2010,SF,21,2,0.526,19.2,0.1,0.631578947368421,0.6491228070175439,0.631578947368421,1.912280701754386
Dorell Wright,2010,SF,24,6,0.567,15.8,1.5,0.17543859649122806,0.22807017543859648,0.3157894736842105,0.7192982456140351
Dwight Howard,2010,C,24,6,0.63,23.9,4.6,0.07017543859649122,0.8947368421052632,0.017543859649122806,0.9824561403508771
Dwyane Wade,2010,SG,28,7,0.562,34.9,7.9,0.23214285714285715,1,0,1.2321428571428572
Earl Boykins,2010,PG,33,11,0.498,20.7,-0.1,0.847457627118644,0.5423728813559322,0.8305084745762712,2.2203389830508473
Earl Clark,2010,PF,22,1,0.42,21.9,-0.3,0.9814814814814815,0.6851851851851852,0.8703703703703703,2.537037037037037
Earl Watson,2010,PG,30,9,0.517,14.7,-0.2,0.6610169491525424,0.11864406779661017,0.864406779661017,1.6440677966101696
Elton Brand,2010,PF,30,11,0.518,21.7,0.1,0.7592592592592593,0.6666666666666666,0.7222222222222222,2.1481481481481484
Emeka Okafor,2010,C,27,6,0.547,17.1,0.4,0.5087719298245614,0.45614035087719296,0.49122807017543857,1.456140350877193
Eric Gordon,2010,SG,21,2,0.571,21.5,0.6,0.19642857142857142,0.6964285714285714,0.5,1.3928571428571428
Erick Dampier,2010,C,34,14,0.637,11.4,0.5,0.03508771929824561,0.12280701754385964,0.45614035087719296,0.6140350877192982
Ersan İlyasova,2010,PF,22,2,0.526,20.8,1.1,0.6666666666666666,0.5740740740740741,0.37037037037037035,1.6111111111111112
Fabricio Oberto,2010,C,34,5,0.654,6.9,-0.4,0,0,0.8596491228070176,0.8596491228070176
George Hill,2010,PG,23,2,0.572,19,1.7,0.1864406779661017,0.3559322033898305,0.2711864406779661,0.8135593220338984
Gerald Henderson,2010,SG,22,1,0.453,18.2,0,0.9642857142857143,0.4107142857142857,0.7321428571428571,2.107142857142857
Gerald Wallace,2010,SF,27,9,0.586,20.3,3.7,0.08771929824561403,0.7543859649122807,0.03508771929824561,0.8771929824561403
Glen Davis,2010,PF,24,3,0.5,19.7,-0.6,0.8333333333333334,0.5370370370370371,0.9629629629629629,2.3333333333333335
Goran Dragić,2010,PG,23,2,0.566,21.1,0.8,0.2711864406779661,0.576271186440678,0.4745762711864407,1.3220338983050848
