season,player,tm,g,mp,net_plus_minus_per_100_poss,g_percent,median,npm_diff
1997,Christian Laettner,ATL,82,3140,20.2,1,0.5,19.7
1998,Dikembe Mutombo,ATL,82,2917,14,1,-0.4,14.4
1999,Steve Smith,ATL,36,1314,16.3,0.72,-5.25,21.55
2000,Dikembe Mutombo,ATL,82,2984,13.1,1,-0.5,13.6
2001,Dikembe Mutombo,ATL,49,1716,9.1,0.5975609756097561,-3.1,12.2
2002,Ira Newble,ATL,42,1273,6.7,0.5121951219512195,-0.4000000000000001,7.1000000000000005
2003,Dion Glover,ATL,76,1890,7.7,0.926829268292683,0.19999999999999996,7.5
2004,Travis Hansen,ATL,41,507,5.3,0.5,0.7,4.6
2005,Royal Ivey,ATL,62,809,7.9,0.7560975609756098,2,5.9
2006,Marvin Williams,ATL,79,1952,6,0.9634146341463414,-1.25,7.25
2007,Josh Childress,ATL,55,2024,5.5,0.6707317073170732,-1.8,7.3
2008,Joe Johnson,ATL,82,3343,7.7,1,-1.6,9.3
2009,Ronald Murray,ATL,80,1975,8,0.975609756097561,-3.2,11.2
2010,Al Horford,ATL,81,2845,10.4,0.9878048780487805,0.4,10
2011,Jason Collins,ATL,49,593,10,0.5975609756097561,-0.1,10.1
2012,Josh Smith,ATL,66,2329,8.6,1,-1.4,10
2013,Devin Harris,ATL,58,1421,9.1,0.7073170731707317,-1.1,10.2
2014,DeMarre Carroll,ATL,73,2341,10,0.8902439024390244,-0.7000000000000001,10.7
2015,Kyle Korver,ATL,75,2418,13.7,0.9146341463414634,0.2,13.5
2016,Dennis Schröder,ATL,80,1621,5.9,0.975609756097561,0.2,5.7
2017,Tim Hardaway Jr.,ATL,79,2154,9,0.9634146341463414,-2.4,11.4
2018,Isaiah Taylor,ATL,67,1167,5.4,0.8170731707317073,-1.6,7
2019,Kevin Huerter,ATL,75,2048,6.6,0.9146341463414634,-0.3,6.8999999999999995
2020,Trae Young,ATL,60,2120,7.4,0.8955223880597015,0.44999999999999996,6.95
2021,Clint Capela,ATL,63,1898,10.5,0.875,0.2,10.3
2022,Bogdan Bogdanović,ATL,63,1848,6.3,0.7682926829268293,1.9,4.4
1997,Rick Fox,BOS,76,2650,3.5,0.926829268292683,-0.2,3.7
1998,Tyus Edney,BOS,52,623,8.2,0.6341463414634146,-0.5,8.7
1999,Greg Minor,BOS,44,765,12.2,0.88,-0.6,12.799999999999999
2000,Paul Pierce,BOS,73,2583,13.8,0.8902439024390244,-0.35000000000000003,14.15
2001,Eric Williams,BOS,81,1745,4.6,0.9878048780487805,0.4,4.199999999999999
2002,Paul Pierce,BOS,82,3302,12.4,1,-2.1,14.5
2003,Paul Pierce,BOS,79,3096,10.7,0.9634146341463414,-2.2,12.899999999999999
2004,Mike James,BOS,55,1684,2.6,0.6707317073170732,-2.1,4.7
2005,Tony Allen,BOS,77,1262,8.8,0.9390243902439024,0,8.8
2006,Delonte West,BOS,71,2418,7.1,0.8658536585365854,-0.9,8
2007,Rajon Rondo,BOS,78,1831,8.7,0.9512195121951219,0.6,8.1
2008,Kevin Garnett,BOS,71,2328,11.8,0.8658536585365854,-3.45,15.25
2009,Ray Allen,BOS,79,2876,10.8,0.9634146341463414,0.35,10.450000000000001
2010,Ray Allen,BOS,80,2819,11.5,0.975609756097561,0.55,10.95
2011,Paul Pierce,BOS,80,2774,17.6,0.975609756097561,1.25,16.35
2012,Kevin Garnett,BOS,60,1864,11,0.9090909090909091,-0.7000000000000001,11.7
2013,Paul Pierce,BOS,77,2575,7.2,0.9506172839506173,-1.1,8.3
2014,Jared Sullinger,BOS,74,2041,5.8,0.9024390243902439,-1.4500000000000002,7.25
2015,Kelly Olynyk,BOS,64,1423,7.8,0.7804878048780488,-4.3,12.1
2016,Jae Crowder,BOS,73,2308,4,0.8902439024390244,2.2,1.7999999999999998
2017,Jae Crowder,BOS,72,2335,10.9,0.8780487804878049,-2.6,13.5
2018,Jayson Tatum,BOS,80,2438,8.5,0.975609756097561,-2.5,11
2019,Jayson Tatum,BOS,79,2455,4.8,0.9634146341463414,1.25,3.55
2020,Jayson Tatum,BOS,66,2265,11.1,0.9166666666666666,0.5,10.6
2021,Jayson Tatum,BOS,64,2290,5.3,0.8888888888888888,-0.45,5.75
2022,Jayson Tatum,BOS,76,2731,13.8,0.926829268292683,-4.699999999999999,18.5
2013,Joe Johnson,BRK,72,2642,9.5,0.8780487804878049,-2.2,11.7
2014,Deron Williams,BRK,64,2059,11.7,0.7804878048780488,1.3,10.399999999999999
2015,Cory Jefferson,BRK,50,531,12.6,0.6097560975609756,2,10.6
2016,Brook Lopez,BRK,73,2457,10.1,0.8902439024390244,-3.5,13.6
2017,Isaiah Whitehead,BRK,73,1643,6.2,0.8902439024390244,-0.7,6.9
2018,Spencer Dinwiddie,BRK,80,2306,4.4,0.975609756097561,0.6,3.8000000000000003
2019,Ed Davis,BRK,81,1446,6.7,0.9878048780487805,-0.25,6.95
2020,Taurean Prince,BRK,64,1857,5,0.8888888888888888,-1,6
2021,Joe Harris,BRK,69,2141,4.1,0.9583333333333334,-1.4500000000000002,5.55
2022,Kevin Durant,BRK,55,2047,11.9,0.6707317073170732,-1.6,13.5
2005,Gerald Wallace,CHA,70,2147,5,0.8536585365853658,-0.2,5.2
2006,Gerald Wallace,CHA,55,1895,4.9,0.6707317073170732,1.9,3.0000000000000004
2007,Derek Anderson,CHA,50,1190,7.3,0.6097560975609756,1,6.3
2008,Gerald Wallace,CHA,62,2376,5.1,0.7560975609756098,3.8,1.2999999999999998
2009,Gerald Wallace,CHA,71,2669,7.4,0.8658536585365854,4.1,3.3000000000000007
2010,Boris Diaw,CHA,82,2906,3.2,1,0.35,2.85
2011,Gerald Wallace,CHA,48,1872,8.3,0.5853658536585366,-0.5,8.8
2012,Byron Mullens,CHA,65,1465,3.9,0.9848484848484849,0.5,3.4
2013,Michael Kidd-Gilchrist,CHA,78,2025,6.2,0.9512195121951219,1.8,4.4
2014,Kemba Walker,CHA,73,2614,9,0.8902439024390244,0.8,8.2
1997,Vlade Divac,CHH,81,2840,9.8,0.9878048780487805,-1.6,11.4
1998,Vlade Divac,CHH,64,1805,6.8,0.7804878048780488,-0.4,7.2
1999,Eddie Jones,CHH,30,1157,8.3,0.6,0.050000000000000044,8.25
2000,Eddie Jones,CHH,72,2807,11.7,0.8780487804878049,-1.5,13.2
2001,Baron Davis,CHH,82,3192,11.1,1,0.7,10.4
2002,Baron Davis,CHH,82,3318,7,1,-0.8,7.8
1997,Scottie Pippen,CHI,82,3095,8.1,1,-2.3,10.399999999999999
1998,Ron Harper,CHI,82,2284,7.8,1,0,7.8
1999,Toni Kukoč,CHI,44,1654,17.3,0.88,-2.6500000000000004,19.950000000000003
2000,Matt Maloney,CHI,51,1175,10.6,0.6219512195121951,-0.9999999999999999,11.6
2001,Elton Brand,CHI,74,2906,6.1,0.9024390243902439,-1.5,7.6
2002,A.J. Guyton,CHI,45,607,5.4,0.5487804878048781,-0.3,5.7
2003,Jamal Crawford,CHI,80,1992,8.7,0.975609756097561,0.25,8.45
2004,Corie Blount,CHI,46,756,8,0.5609756097560976,0.65,7.35
2005,Othella Harrington,CHI,70,1271,7.9,0.8536585365853658,-1.7,9.6
2006,Luol Deng,CHI,78,2604,4.8,0.9512195121951219,-0.35,5.1499999999999995
2007,Luol Deng,CHI,82,3071,6.4,1,0.8999999999999999,5.5
2008,Joakim Noah,CHI,74,1534,5.1,0.9024390243902439,0.55,4.55
2009,Kirk Hinrich,CHI,51,1339,12.7,0.6219512195121951,-2.45,15.149999999999999
2010,Luol Deng,CHI,70,2651,8,0.8536585365853658,0.19999999999999998,7.8
2011,Ömer Aşık,CHI,82,989,8,1,-0.5,8.5
2012,John Lucas III,CHI,49,726,11,0.7424242424242424,-0.4,11.4
2013,Taj Gibson,CHI,65,1459,8.1,0.7926829268292683,-0.6,8.7
2014,Joakim Noah,CHI,80,2820,6.6,0.975609756097561,2.9,3.6999999999999997
2015,Mike Dunleavy,CHI,63,1838,4.4,0.7682926829268293,0.1,4.300000000000001
2016,Tony Snell,CHI,64,1301,8.7,0.7804878048780488,1.4,7.299999999999999
2017,Jimmy Butler,CHI,76,2809,10.9,0.926829268292683,-0.75,11.65
2018,Bobby Portis,CHI,73,1643,7.8,0.8902439024390244,-0.5,8.3
2019,Robin Lopez,CHI,74,1606,6.9,0.9024390243902439,0.6000000000000001,6.300000000000001
2020,Shaquille Harrison,CHI,43,484,12.2,0.6615384615384615,-1.3,13.5
2021,Thaddeus Young,CHI,68,1652,10.2,0.9444444444444444,1.25,8.95
2022,Alex Caruso,CHI,41,1147,7.4,0.5,-0.95,8.35
2015,Michael Kidd-Gilchrist,CHO,55,1587,12.3,0.6707317073170732,-2,14.3
2016,Marvin Williams,CHO,81,2338,4.4,0.9878048780487805,-0.55,4.95
2017,Kemba Walker,CHO,79,2739,10.7,0.9634146341463414,-0.6,11.299999999999999
2018,Kemba Walker,CHO,80,2736,11.1,0.975609756097561,0.7,10.4
2019,Kemba Walker,CHO,82,2863,6.5,1,0.5,6
2020,Devonte' Graham,CHO,63,2211,8,0.9692307692307692,-0.9,8.9
2021,Devonte' Graham,CHO,55,1659,7.5,0.7638888888888888,3.5,4
2022,Miles Bridges,CHO,80,2837,5.8,0.975609756097561,1.4,4.4
1997,Tyrone Hill,CLE,74,2582,9.8,0.9024390243902439,-1.05,10.850000000000001
1998,Brevin Knight,CLE,80,2483,8.6,0.975609756097561,-0.19999999999999996,8.799999999999999
1999,Danny Ferry,CLE,50,1058,7.3,1,2.7,4.6
2000,Shawn Kemp,CLE,82,2492,7.7,1,-0.1,7.8
2001,Andre Miller,CLE,82,2848,12.4,1,-0.8,13.200000000000001
2002,Wesley Person,CLE,78,2793,9,0.9512195121951219,-0.3,9.3
2003,Zydrunas Ilgauskas,CLE,81,2432,3.9,0.9878048780487805,-0.6,4.5
2004,Carlos Boozer,CLE,75,2592,9.8,0.9146341463414634,-2,11.8
2005,LeBron James,CLE,80,3388,8.8,0.975609756097561,-0.8,9.600000000000001
2006,LeBron James,CLE,79,3361,10.4,0.9634146341463414,-0.35,10.75
2007,LeBron James,CLE,78,3190,8.8,0.9512195121951219,0.7,8.100000000000001
2008,LeBron James,CLE,75,3027,10.9,0.9146341463414634,0.55,10.35
2009,LeBron James,CLE,81,3054,21.2,0.9878048780487805,2.1,19.099999999999998
2010,LeBron James,CLE,76,2966,16.8,0.926829268292683,-0.35,17.150000000000002
2011,Daniel Gibson,CLE,67,1865,8,0.8170731707317073,-1.9,9.9
2012,Ramon Sessions,CLE,41,1006,7.8,0.6212121212121212,1.45,6.35
2013,Shaun Livingston,CLE,49,1135,6.3,0.5975609756097561,0.6,5.7
2014,Matthew Dellavedova,CLE,72,1271,11.5,0.8780487804878049,-3.7,15.2
2015,LeBron James,CLE,69,2493,16.6,0.8414634146341463,2.5,14.100000000000001
2016,LeBron James,CLE,76,2709,15.8,0.926829268292683,0.4,15.4
2017,LeBron James,CLE,74,2794,17.3,0.9024390243902439,0.45,16.85
2018,Kyle Korver,CLE,73,1574,10.7,0.8902439024390244,2.3,8.399999999999999
2019,Ante Žižić,CLE,59,1082,9.3,0.7195121951219512,-2.9,12.200000000000001
2020,Matthew Dellavedova,CLE,57,821,11.2,0.8769230769230769,-2.25,13.45
2021,Darius Garland,CLE,54,1790,3.9,0.75,-1.9,5.8
2022,Darius Garland,CLE,68,2430,12.1,0.8292682926829268,0.25,11.85
1997,Oliver Miller,DAL,42,836,9.9,0.5121951219512195,-1.35,11.25
1998,Shawn Bradley,DAL,64,1822,7.8,0.7804878048780488,-0.8,8.6
1999,Shawn Bradley,DAL,49,1294,17.1,0.98,-0.6,17.700000000000003
2000,Steve Nash,DAL,56,1532,8.6,0.6829268292682927,3.4000000000000004,5.199999999999999
2001,Dirk Nowitzki,DAL,82,3125,17.7,1,1.55,16.15
2002,Eduardo Nájera,DAL,62,1357,11.9,0.7560975609756098,-0.9,12.8
2003,Dirk Nowitzki,DAL,80,3117,20.4,0.975609756097561,-0.6,21
2004,Dirk Nowitzki,DAL,77,2915,7.5,0.9390243902439024,0.2,7.3
2005,Dirk Nowitzki,DAL,78,3020,13.4,0.9512195121951219,0.09999999999999987,13.3
2006,Dirk Nowitzki,DAL,81,3089,8.2,0.9878048780487805,-0.5,8.7
2007,Devin Harris,DAL,80,2081,14,0.975609756097561,-2,16
2008,Dirk Nowitzki,DAL,77,2769,11.8,0.9390243902439024,0.5,11.3
2009,Jason Kidd,DAL,81,2886,11.1,0.9878048780487805,1.2,9.9
2010,Dirk Nowitzki,DAL,81,3039,9.3,0.9878048780487805,2.3,7.000000000000001
2011,Dirk Nowitzki,DAL,73,2504,16,0.8902439024390244,-3.75,19.75
2012,Dirk Nowitzki,DAL,62,2079,12.7,0.9393939393939394,0.45,12.25
2013,Vince Carter,DAL,81,2093,11.3,0.9878048780487805,0.3,11
2014,Jae Crowder,DAL,78,1254,14.5,0.9512195121951219,-2,16.5
2015,Al-Farouq Aminu,DAL,74,1366,4.9,0.9024390243902439,0.4,4.5
2016,Dirk Nowitzki,DAL,75,2364,6.9,0.9146341463414634,-0.44999999999999996,7.3500000000000005
2017,Devin Harris,DAL,65,1087,7.1,0.7926829268292683,1.25,5.85
2018,Devin Harris,DAL,44,807,12.7,0.5365853658536586,-0.3,13
2019,Ryan Broekhoff,DAL,42,453,9,0.5121951219512195,-1.2,10.2
2020,Dorian Finney-Smith,DAL,71,2120,4.9,0.9466666666666667,1.2,3.7
2020,Dwight Powell,DAL,40,1061,4.9,0.5333333333333333,1.2,3.7
2021,Willie Cauley-Stein,DAL,53,906,7.6,0.7361111111111112,1.0499999999999998,6.55
2022,Reggie Bullock,DAL,68,1902,7.4,0.8292682926829268,0.05,7.3500000000000005
1997,Mark Jackson,DEN,52,2001,5.2,0.6341463414634146,2.5,2.7
1998,Joe Wolf,DEN,57,621,3.6,0.6951219512195121,0.04999999999999999,3.5500000000000003
1999,Cory Alexander,DEN,36,778,8.2,0.72,0.6,7.6
2000,Bryant Stith,DEN,45,691,4.8,0.5487804878048781,-0.2,5
2001,James Posey,DEN,82,2255,7.4,1,0.1,7.300000000000001
2002,Ryan Bowen,DEN,75,1686,14.4,0.9146341463414634,-1.3,15.700000000000001
2003,Ryan Bowen,DEN,62,996,9.3,0.7560975609756098,-0.4,9.700000000000001
2004,Nenê,DEN,77,2504,11.7,0.9390243902439024,-0.6,12.299999999999999
2005,DerMarr Johnson,DEN,71,1232,6.9,0.8658536585365854,-0.95,7.8500000000000005
2006,Andre Miller,DEN,82,2937,7.2,1,1.5,5.7
2007,Nenê,DEN,64,1715,4.1,0.7804878048780488,0.3,3.8
2008,Allen Iverson,DEN,82,3424,9.8,1,-0.35,10.15
2009,J.R. Smith,DEN,81,2245,7.9,0.9878048780487805,0.3,7.6000000000000005
2009,Nenê,DEN,77,2510,7.9,0.9390243902439024,0.3,7.6000000000000005
2010,Chris Andersen,DEN,76,1695,11.4,0.926829268292683,0.6,10.8
2011,Nenê,DEN,75,2291,5.2,0.9146341463414634,-1.2999999999999998,6.5
2012,Danilo Gallinari,DEN,43,1351,8.8,0.6515151515151515,-1.65,10.450000000000001
2013,Kosta Koufos,DEN,81,1817,5.7,0.9878048780487805,-0.39999999999999997,6.1000000000000005
2014,Nate Robinson,DEN,44,866,9.9,0.5365853658536586,-1.7000000000000002,11.600000000000001
2015,Ty Lawson,DEN,75,2665,7.5,0.9146341463414634,1.7,5.8
2016,Nikola Jokić,DEN,80,1733,9.5,0.975609756097561,0.4,9.1
2017,Nikola Jokić,DEN,73,2038,11.5,0.8902439024390244,-2.6,14.1
2018,Nikola Jokić,DEN,75,2443,10.2,0.9146341463414634,0.2,10
2019,Paul Millsap,DEN,70,1895,8.6,0.8536585365853658,-0.75,9.35
2020,Paul Millsap,DEN,51,1240,10.1,0.6986301369863014,-0.9,11
2021,PJ Dozier,DEN,50,1088,7.6,0.6944444444444444,2.05,5.55
2022,Nikola Jokić,DEN,74,2476,16.4,0.9024390243902439,-1.25,17.65
1997,Terry Mills,DET,79,1997,10,0.9634146341463414,-0.35,10.35
1998,Jerome Williams,DET,77,1305,7.7,0.9390243902439024,-0.55,8.25
1999,Lindsey Hunter,DET,49,1755,7,0.98,-0.7,7.7
2000,Grant Hill,DET,74,2776,7.7,0.9024390243902439,-1.7000000000000002,9.4
2001,Ben Wallace,DET,80,2760,7.8,0.975609756097561,-0.2,8
2002,Damon Jones,DET,67,1083,5,0.8170731707317073,-0.95,5.95
2003,Jon Barry,DET,80,1473,9.8,0.975609756097561,-0.5,10.3
2004,Ben Wallace,DET,81,3050,4.4,0.9878048780487805,0.8,3.6000000000000005
2005,Tayshaun Prince,DET,82,3039,12.2,1,7,5.199999999999999
2006,Tayshaun Prince,DET,82,2898,16.4,1,0.09999999999999964,16.299999999999997
2007,Chauncey Billups,DET,70,2533,7.9,0.8536585365853658,-1.2,9.1
2008,Amir Johnson,DET,62,764,6.4,0.7560975609756098,-1,7.4
2009,Amir Johnson,DET,62,911,7,0.7560975609756098,0.8,6.2
2010,Ben Wallace,DET,69,1975,9.6,0.8414634146341463,-1,10.6
2011,Chris Wilcox,DET,57,995,5.2,0.6951219512195121,-0.6,5.8
2012,Rodney Stuckey,DET,55,1644,8.7,0.8333333333333334,-0.15000000000000002,8.85
2013,Brandon Knight,DET,75,2365,4.4,0.9146341463414634,-1.3,5.7
2014,Kentavious Caldwell-Pope,DET,80,1583,4.3,0.975609756097561,-0.95,5.25
2015,Anthony Tolliver,DET,52,1160,8.5,0.6341463414634146,0.2,8.3
2016,Kentavious Caldwell-Pope,DET,76,2789,7.6,0.926829268292683,-1.65,9.25
2017,Aron Baynes,DET,75,1163,10.5,0.9146341463414634,-1.65,12.15
2018,Luke Kennard,DET,73,1463,5.9,0.8902439024390244,1.3,4.6000000000000005
2019,Andre Drummond,DET,79,2647,9.5,0.9634146341463414,1.2,8.3
2020,Christian Wood,DET,62,1325,10.9,0.9393939393939394,-1.1,12
2021,Isaiah Stewart,DET,68,1455,5.2,0.9444444444444444,1.35,3.85
2022,Rodney McGruder,DET,51,754,5.9,0.6219512195121951,-0.2,6.1000000000000005
1997,Latrell Sprewell,GSW,80,3353,10.7,0.975609756097561,-2.5,13.2
1998,Todd Fuller,GSW,57,613,5.7,0.6951219512195121,-0.25,5.95
1999,Donyell Marshall,GSW,48,1250,4.4,0.96,-0.6499999999999999,5.050000000000001
2000,Tony Farmer,GSW,74,1199,6.1,0.9024390243902439,-0.9,7
2001,Antawn Jamison,GSW,82,3394,8.9,1,-1.3,10.200000000000001
2002,Danny Fortson,GSW,77,2216,2.9,0.9390243902439024,-0.5,3.4
2003,Adonal Foyle,GSW,82,1787,8.1,1,-2.75,10.85
2004,Mickaël Piétrus,GSW,53,748,8.7,0.6463414634146342,0.4,8.299999999999999
2005,Adonal Foyle,GSW,78,1700,3.1,0.9512195121951219,-1.2,4.3
2006,Jason Richardson,GSW,75,2877,8.9,0.9146341463414634,1.65,7.25
2007,Baron Davis,GSW,63,2221,11.9,0.7682926829268293,0.9,11
2008,Baron Davis,GSW,82,3196,7.5,1,0.3,7.2
2009,Ronny Turiaf,GSW,79,1696,3.9,0.9634146341463414,-0.7,4.6
2010,C.J. Watson,GSW,65,1788,6.8,0.7926829268292683,3.75,3.05
2011,Ekpe Udoh,GSW,58,1030,11.3,0.7073170731707317,-0.4,11.700000000000001
2012,Ekpe Udoh,GSW,38,827,17.9,0.5757575757575758,-2.1,20
2013,David Lee,GSW,79,2907,6.2,0.9634146341463414,0.35,5.8500000000000005
2014,Andre Iguodala,GSW,63,2040,18,0.7682926829268293,-0.1,18.1
2015,Stephen Curry,GSW,80,2613,18.1,0.975609756097561,-5.1,23.200000000000003
2016,Draymond Green,GSW,81,2808,26.3,0.9878048780487805,1.1500000000000001,25.150000000000002
2017,Stephen Curry,GSW,79,2638,17.2,0.9634146341463414,1.7,15.5
2018,Stephen Curry,GSW,51,1631,12.1,0.6219512195121951,0.8,11.299999999999999
2019,Kevin Durant,GSW,78,2702,16.7,0.9512195121951219,-2.65,19.349999999999998
2020,Damion Lee,GSW,49,1423,8.6,0.7538461538461538,-0.2,8.799999999999999
2021,Draymond Green,GSW,63,1982,9.6,0.875,-0.55,10.15
2022,Stephen Curry,GSW,64,2211,10,0.7804878048780488,0.5,9.5
1997,Hakeem Olajuwon,HOU,78,2852,7.4,0.9512195121951219,-4,11.4
1998,Charles Barkley,HOU,68,2243,7.7,0.8292682926829268,-1.4,9.1
1999,Michael Dickerson,HOU,50,1558,6.1,1,-0.7,6.8
2000,Walt Williams,HOU,76,1859,6.2,0.926829268292683,-1.7,7.9
2001,Matt Bullard,HOU,61,1000,8.3,0.7439024390243902,1.1,7.200000000000001
2002,Steve Francis,HOU,57,2343,10.6,0.6951219512195121,1.1,9.5
2003,Steve Francis,HOU,81,3318,8.9,0.9878048780487805,-1.05,9.950000000000001
2004,Yao Ming,HOU,82,2692,5.2,1,0.45,4.75
2005,Jon Barry,HOU,53,1230,12.3,0.6463414634146342,-1.3,13.600000000000001
2006,Yao Ming,HOU,57,1949,6.3,0.6951219512195121,-1.4,7.699999999999999
2007,Rafer Alston,HOU,82,3040,11.2,1,3.8,7.3999999999999995
2008,Chuck Hayes,HOU,79,1575,4.8,0.9634146341463414,-0.6,5.3999999999999995
2009,Yao Ming,HOU,77,2589,11.9,0.9390243902439024,0.4,11.5
2010,Kyle Lowry,HOU,68,1651,5.2,0.8292682926829268,0.95,4.25
2011,Kyle Lowry,HOU,75,2563,9.9,0.9146341463414634,0.9,9
2012,Chandler Parsons,HOU,63,1804,4.3,0.9545454545454546,2.4,1.9
2013,Ömer Aşık,HOU,82,2464,6.9,1,-1.15,8.05
2014,James Harden,HOU,73,2777,7.6,0.8902439024390244,-1,8.6
2015,James Harden,HOU,81,2981,8.6,0.9878048780487805,-0.4,9
2016,Patrick Beverley,HOU,71,2041,7.5,0.8658536585365854,-1.2,8.7
2017,Ryan Anderson,HOU,72,2116,6.1,0.8780487804878049,2.2,3.8999999999999995
2018,Eric Gordon,HOU,69,2154,9.9,0.8414634146341463,2.3499999999999996,7.550000000000001
2019,Eric Gordon,HOU,68,2158,6.1,0.8292682926829268,1.15,4.949999999999999
2020,James Harden,HOU,68,2483,9.1,0.9444444444444444,-0.04999999999999999,9.15
2021,Jae'Sean Tate,HOU,70,2043,8.6,0.9722222222222222,2.8,5.8
2022,Eric Gordon,HOU,57,1669,4.9,0.6951219512195121,-0.8,5.7
1997,Fred Hoiberg,IND,47,572,5.4,0.573170731707317,0.4,5
1998,Reggie Miller,IND,81,2795,11.5,0.9878048780487805,-5,16.5
1999,Dale Davis,IND,50,1374,6.5,1,1.9000000000000001,4.6
2000,Austin Croshere,IND,81,1885,6.5,0.9878048780487805,-0.5,7
2001,Jeff Foster,IND,71,1152,5.3,0.8658536585365854,0.4,4.8999999999999995
2002,Jermaine O'Neal,IND,72,2707,4.3,0.8780487804878049,-1.5499999999999998,5.85
2003,Metta World Peace,IND,69,2317,8.8,0.8414634146341463,-1.75,10.55
2004,Jeff Foster,IND,82,1961,13.1,1,-4.3,17.4
2005,Jeff Foster,IND,61,1594,11.6,0.7439024390243902,-0.6499999999999999,12.25
2006,Scot Pollard,IND,45,771,4.4,0.5487804878048781,-1.75,6.15
2007,Jermaine O'Neal,IND,69,2459,6.1,0.8414634146341463,-0.1,6.199999999999999
2008,Mike Dunleavy,IND,82,2953,8.3,1,-0.5,8.8
2009,Danny Granger,IND,67,2424,6.7,0.8170731707317073,-0.1,6.8
2009,Jeff Foster,IND,74,1828,6.7,0.9024390243902439,-0.1,6.8
2010,Roy Hibbert,IND,81,2035,7.4,0.9878048780487805,1.5,5.9
2011,Jeff Foster,IND,56,940,6.1,0.6829268292682927,0.2,5.8999999999999995
2012,Danny Granger,IND,62,2062,11.2,0.9393939393939394,-1.15,12.35
2013,George Hill,IND,76,2620,12.5,0.9382716049382716,-5.6,18.1
2014,David West,IND,80,2472,9,0.975609756097561,2.6,6.4
2015,George Hill,IND,43,1267,9.3,0.524390243902439,-1.1,10.4
2016,Lavoy Allen,IND,79,1599,7.3,0.9634146341463414,0.5,6.8
2017,Paul George,IND,75,2689,9.2,0.9146341463414634,-2.35,11.549999999999999
2018,Victor Oladipo,IND,75,2552,13.7,0.9146341463414634,0.29999999999999993,13.399999999999999
2019,Aaron Holiday,IND,50,646,5.1,0.6097560975609756,-0.6,5.699999999999999
2020,Domantas Sabonis,IND,62,2159,2.9,0.8493150684931506,0.65,2.25
2021,T.J. McConnell,IND,69,1796,4.5,0.9583333333333334,-1.5,6
2022,Myles Turner,IND,42,1235,5.2,0.5121951219512195,0.8,4.4
1997,Bo Outlaw,LAC,82,2195,14.4,1,-0.65,15.05
1998,Darrick Martin,LAC,82,2299,7.6,1,0,7.6
1999,Tyrone Nesby,LAC,50,1288,8.8,1,-0.1,8.9
2000,Lamar Odom,LAC,76,2767,13.2,0.926829268292683,-2.9,16.099999999999998
2001,Darius Miles,LAC,81,2133,10.4,0.9878048780487805,0.8,9.6
2002,Elton Brand,LAC,80,3020,5.2,0.975609756097561,-1.25,6.45
2002,Quentin Richardson,LAC,81,2152,5.2,0.9878048780487805,-1.25,6.45
2003,Melvin Ely,LAC,52,802,9.5,0.6341463414634146,-2,11.5
2004,Melvin Ely,LAC,42,510,6.7,0.5121951219512195,1.7,5
2005,Elton Brand,LAC,81,3001,13,0.9878048780487805,-0.6,13.6
2006,Quinton Ross,LAC,67,1515,6,0.8170731707317073,2.05,3.95
2007,Tim Thomas,LAC,76,2054,9.8,0.926829268292683,0.35,9.450000000000001
2008,Corey Maggette,LAC,70,2502,7.3,0.8536585365853658,-1.9,9.2
2009,Marcus Camby,LAC,62,1925,7.7,0.7560975609756098,-0.5,8.2
2010,Marcus Camby,LAC,51,1596,8.1,0.6219512195121951,3.05,5.05
2011,Eric Gordon,LAC,56,2112,7.1,0.6829268292682927,-2.2,9.3
2012,Blake Griffin,LAC,66,2392,18.7,1,-0.3500000000000001,19.05
2013,Chris Paul,LAC,70,2335,6.7,0.8536585365853658,0.25,6.45
2014,Chris Paul,LAC,62,2171,9.2,0.7560975609756098,-2.1,11.299999999999999
2015,Chris Paul,LAC,82,2857,20.3,1,-8.7,29
2016,Chris Paul,LAC,74,2420,16.2,0.9024390243902439,-5.15,21.35
2017,Chris Paul,LAC,61,1921,19.9,0.7439024390243902,-9.15,29.049999999999997
2018,Sam Dekker,LAC,73,883,5.6,0.8902439024390244,-0.15000000000000002,5.75
2019,Patrick Beverley,LAC,78,2137,6.4,0.9512195121951219,1.4,5
2020,Kawhi Leonard,LAC,57,1848,11.5,0.7916666666666666,-2.4,13.9
2021,Kawhi Leonard,LAC,52,1773,12.8,0.7222222222222222,-2.1,14.9
2022,Isaiah Hartenstein,LAC,68,1216,9.9,0.8292682926829268,-2.9,12.8
1997,Shaquille O'Neal,LAL,51,1941,4.8,0.6219512195121951,-1,5.8
1998,Shaquille O'Neal,LAL,60,2175,14.9,0.7317073170731707,-1.9,16.8
1999,Robert Horry,LAL,38,744,10.2,0.76,-0.6499999999999999,10.85
2000,Shaquille O'Neal,LAL,79,3163,10.9,0.9634146341463414,-1.1,12
2001,Shaquille O'Neal,LAL,74,2924,15.6,0.9024390243902439,-3.4,19
2002,Shaquille O'Neal,LAL,67,2422,9.9,0.8170731707317073,-0.2,10.1
2003,Shaquille O'Neal,LAL,67,2535,12.8,0.8170731707317073,-0.30000000000000004,13.100000000000001
2004,Shaquille O'Neal,LAL,67,2464,11.5,0.8170731707317073,-2,13.5
2005,Brian Cook,LAL,72,1087,7.8,0.8780487804878049,-1.1,8.9
2006,Kobe Bryant,LAL,80,3277,12.5,0.975609756097561,0.25,12.25
